areaNm,touNum,baseYmd,AccumulateCovid19,increase,localIncrease,CovidForeigner
경상남도,447013.0,2022-07-22,1141724.0,3564.0,3542.0,22.0
제주특별자치도,273220.5,2022-07-22,254837.0,1471.0,1457.0,14.0
서울특별시,1851804.5,2022-07-23,3848480.0,14830.0,14825.0,5.0
부산광역시,522018.0,2022-07-23,1154143.0,3942.0,3937.0,5.0
대구광역시,513306.5,2022-07-23,799760.0,2559.0,2550.0,9.0
인천광역시,587356.0,2022-07-23,1126260.0,3759.0,3710.0,49.0
광주광역시,329668.5,2022-07-23,553978.0,1634.0,1612.0,22.0
대전광역시,280360.5,2022-07-23,538159.0,1976.0,1960.0,16.0
울산광역시,167555.5,2022-07-23,407545.0,1865.0,1863.0,2.0
세종특별자치시,95060.0,2022-07-23,146597.0,493.0,486.0,7.0
경기도,2218744.5,2022-07-23,5203297.0,18380.0,18338.0,42.0
강원도,747932.5,2022-07-23,547158.0,2030.0,2021.0,9.0
충청북도,422562.0,2022-07-23,583104.0,2140.0,2125.0,15.0
충청남도,634739.0,2022-07-23,752412.0,2676.0,2659.0,17.0
전라북도,499121.0,2022-07-23,628261.0,2176.0,2163.0,13.0
전라남도,617792.0,2022-07-23,619751.0,1748.0,1735.0,13.0
경상북도,845897.5,2022-07-23,823617.0,2943.0,2931.0,12.0
경상남도,604114.0,2022-07-23,1145502.0,3778.0,3763.0,15.0
제주특별자치도,278932.5,2022-07-23,256424.0,1589.0,1580.0,9.0
서울특별시,1582329.0,2022-07-24,3862289.0,13809.0,13806.0,3.0
부산광역시,487448.5,2022-07-24,1157694.0,3551.0,3548.0,3.0
대구광역시,474680.5,2022-07-24,801683.0,1923.0,1907.0,16.0
인천광역시,528867.5,2022-07-24,1129750.0,3490.0,3425.0,65.0
광주광역시,301388.5,2022-07-24,555648.0,1670.0,1636.0,34.0
대전광역시,241983.0,2022-07-24,540145.0,1986.0,1977.0,9.0
울산광역시,160069.0,2022-07-24,409529.0,1984.0,1978.0,6.0
세종특별자치시,75103.0,2022-07-24,147182.0,585.0,582.0,3.0
경기도,2065619.5,2022-07-24,5220594.0,17297.0,17273.0,24.0
강원도,716516.5,2022-07-24,549053.0,1895.0,1882.0,13.0
충청북도,390460.0,2022-07-24,585361.0,2257.0,2238.0,19.0
충청남도,570118.5,2022-07-24,755057.0,2645.0,2620.0,25.0
전라북도,472475.5,2022-07-24,630615.0,2354.0,2334.0,20.0
전라남도,586596.5,2022-07-24,621527.0,1776.0,1760.0,16.0
경상북도,840847.0,2022-07-24,826622.0,3005.0,2966.0,39.0
경상남도,585487.0,2022-07-24,1149019.0,3517.0,3503.0,14.0
제주특별자치도,277487.0,2022-07-24,258102.0,1678.0,1665.0,13.0
서울특별시,1550409.0,2022-07-25,3868256.0,5967.0,5965.0,2.0
부산광역시,398433.0,2022-07-25,1159131.0,1437.0,1431.0,6.0
대구광역시,425306.0,2022-07-25,803115.0,1432.0,1423.0,9.0
인천광역시,428841.0,2022-07-25,1131698.0,1948.0,1880.0,68.0
광주광역시,282145.5,2022-07-25,556754.0,1106.0,1080.0,26.0
대전광역시,204102.5,2022-07-25,541396.0,1251.0,1233.0,18.0
울산광역시,132051.5,2022-07-25,410231.0,702.0,702.0,0.0
세종특별자치시,73041.5,2022-07-25,147414.0,232.0,224.0,8.0
경기도,1690615.5,2022-07-25,5231497.0,10903.0,10876.0,27.0
강원도,523729.5,2022-07-25,550119.0,1066.0,1058.0,8.0
충청북도,297860.5,2022-07-25,586620.0,1259.0,1241.0,18.0
충청남도,422751.0,2022-07-25,756458.0,1401.0,1382.0,19.0
전라북도,379078.0,2022-07-25,631831.0,1216.0,1200.0,16.0
전라남도,485362.5,2022-07-25,622519.0,992.0,987.0,5.0
경상북도,641095.0,2022-07-25,828393.0,1771.0,1739.0,32.0
경상남도,432470.5,2022-07-25,1150966.0,1947.0,1926.0,21.0
제주특별자치도,277172.0,2022-07-25,259309.0,1207.0,1193.0,14.0
서울특별시,1588972.0,2022-07-26,3891336.0,23107.0,23106.0,1.0
부산광역시,395538.5,2022-07-26,1165446.0,6318.0,6310.0,8.0
대구광역시,421067.5,2022-07-26,806559.0,3444.0,3431.0,13.0
인천광역시,430066.0,2022-07-26,1137061.0,5363.0,5273.0,90.0
광주광역시,283143.0,2022-07-26,559069.0,2315.0,2290.0,25.0
대전광역시,203780.5,2022-07-26,544102.0,2706.0,2672.0,34.0
울산광역시,136073.0,2022-07-26,412618.0,2393.0,2393.0,0.0
세종특별자치시,73993.5,2022-07-26,148210.0,796.0,792.0,4.0
경기도,1723414.0,2022-07-26,5258766.0,27280.0,27256.0,24.0
강원도,522858.0,2022-07-26,552596.0,2478.0,2471.0,7.0
충청북도,305014.5,2022-07-26,589628.0,3008.0,2993.0,15.0
충청남도,429978.5,2022-07-26,760656.0,4198.0,4176.0,22.0
전라북도,380310.0,2022-07-26,634745.0,2915.0,2908.0,7.0
전라남도,492324.0,2022-07-26,625059.0,2547.0,2534.0,13.0
경상북도,650237.0,2022-07-26,831747.0,3355.0,3326.0,29.0
경상남도,439806.5,2022-07-26,1156429.0,5463.0,5437.0,26.0
제주특별자치도,284497.5,2022-07-26,260931.0,1624.0,1606.0,18.0
서울특별시,1627986.5,2022-07-27,3911407.0,20083.0,20077.0,6.0
부산광역시,411064.5,2022-07-27,1170733.0,5289.0,5287.0,2.0
대구광역시,428862.0,2022-07-27,810435.0,3879.0,3856.0,23.0
인천광역시,444787.0,2022-07-27,1142324.0,5314.0,5207.0,107.0
광주광역시,291305.0,2022-07-27,561959.0,2890.0,2844.0,46.0
대전광역시,207105.5,2022-07-27,546947.0,2845.0,2822.0,23.0
울산광역시,138512.5,2022-07-27,415292.0,2674.0,2657.0,17.0
세종특별자치시,78428.0,2022-07-27,149042.0,832.0,825.0,7.0
경기도,1740074.0,2022-07-27,5285963.0,27214.0,27154.0,60.0
강원도,544789.0,2022-07-27,555897.0,3303.0,3287.0,16.0
충청북도,318864.0,2022-07-27,592867.0,3242.0,3203.0,39.0
충청남도,445133.5,2022-07-27,764845.0,4189.0,4184.0,5.0
전라북도,387992.5,2022-07-27,638114.0,3371.0,3334.0,37.0
전라남도,504595.0,2022-07-27,627688.0,2637.0,2630.0,7.0
경상북도,670904.5,2022-07-27,836714.0,4968.0,4921.0,47.0
경상남도,450842.0,2022-07-27,1161907.0,5480.0,5425.0,55.0
제주특별자치도,291529.0,2022-07-27,262985.0,2054.0,2040.0,14.0
서울특별시,1673339.5,2022-07-28,3929537.0,18169.0,18158.0,11.0
부산광역시,428309.0,2022-07-28,1175423.0,4696.0,4689.0,7.0
대구광역시,434175.0,2022-07-28,813487.0,3053.0,3031.0,22.0
인천광역시,458104.5,2022-07-28,1147162.0,4848.0,4752.0,96.0
광주광역시,293874.0,2022-07-28,564428.0,2469.0,2443.0,26.0
대전광역시,213748.5,2022-07-28,549519.0,2572.0,2548.0,24.0
울산광역시,144935.0,2022-07-28,417669.0,2377.0,2365.0,12.0
세종특별자치시,78844.5,2022-07-28,149770.0,728.0,722.0,6.0
경기도,1795703.0,2022-07-28,5310198.0,24254.0,24214.0,40.0
강원도,600365.5,2022-07-28,558750.0,2853.0,2841.0,12.0
충청북도,335706.0,2022-07-28,595770.0,2905.0,2881.0,24.0
충청남도,478422.0,2022-07-28,768503.0,3658.0,3634.0,24.0
전라북도,409738.0,2022-07-28,640911.0,2800.0,2784.0,16.0
전라남도,541404.5,2022-07-28,630105.0,2418.0,2410.0,8.0
경상북도,701729.0,2022-07-28,840996.0,4287.0,4245.0,42.0
경상남도,480347.0,2022-07-28,1166341.0,4435.0,4416.0,19.0
제주특별자치도,295673.0,2022-07-28,264823.0,1839.0,1826.0,13.0
서울특별시,1782406.5,2022-07-29,3947049.0,17517.0,17506.0,11.0
부산광역시,487095.0,2022-07-29,1180014.0,4592.0,4584.0,8.0
대구광역시,481663.0,2022-07-29,816984.0,3498.0,3481.0,17.0
인천광역시,500150.0,2022-07-29,1151538.0,4380.0,4280.0,100.0
광주광역시,321023.5,2022-07-29,566809.0,2381.0,2369.0,12.0
대전광역시,242350.5,2022-07-29,552076.0,2557.0,2534.0,23.0
울산광역시,161805.0,2022-07-29,419829.0,2160.0,2153.0,7.0
세종특별자치시,87223.5,2022-07-29,150398.0,632.0,622.0,10.0
경기도,1954225.0,2022-07-29,5333741.0,23565.0,23516.0,49.0
강원도,727996.5,2022-07-29,561522.0,2774.0,2768.0,6.0
충청북도,384744.5,2022-07-29,598347.0,2578.0,2557.0,21.0
충청남도,556286.5,2022-07-29,771999.0,3497.0,3474.0,23.0
전라북도,468100.5,2022-07-29,643832.0,2921.0,2893.0,28.0
전라남도,605020.5,2022-07-29,632468.0,2366.0,2352.0,14.0
경상북도,799554.0,2022-07-29,844791.0,3796.0,3770.0,26.0
경상남도,557539.5,2022-07-29,1170788.0,4447.0,4425.0,22.0
제주특별자치도,308070.0,2022-07-29,266445.0,1622.0,1597.0,25.0
서울특별시,1896023.5,2022-07-30,3963626.0,16588.0,16574.0,14.0
부산광역시,614929.0,2022-07-30,1184534.0,4522.0,4520.0,2.0
대구광역시,547277.5,2022-07-30,819856.0,2874.0,2859.0,15.0
인천광역시,635274.5,2022-07-30,1155639.0,4117.0,4042.0,75.0
광주광역시,359793.0,2022-07-30,568978.0,2172.0,2144.0,28.0
대전광역시,295914.5,2022-07-30,554551.0,2477.0,2459.0,18.0
울산광역시,204235.5,2022-07-30,421925.0,2097.0,2090.0,7.0
세종특별자치시,101752.0,2022-07-30,151020.0,623.0,615.0,8.0
경기도,2390206.0,2022-07-30,5356168.0,22433.0,22374.0,59.0
강원도,1028160.0,2022-07-30,564132.0,2610.0,2604.0,6.0
충청북도,514710.0,2022-07-30,601127.0,2781.0,2762.0,19.0
충청남도,786982.0,2022-07-30,775346.0,3357.0,3345.0,12.0
전라북도,616497.0,2022-07-30,646758.0,2926.0,2907.0,19.0
전라남도,791462.0,2022-07-30,634781.0,2316.0,2288.0,28.0
경상북도,1068515.0,2022-07-30,848603.0,3812.0,3774.0,38.0
경상남도,757025.5,2022-07-30,1175236.0,4448.0,4423.0,25.0
제주특별자치도,310352.0,2022-07-30,268282.0,1837.0,1825.0,12.0
서울특별시,1641101.0,2022-07-31,3977775.0,14149.0,14149.0,0.0
부산광역시,592564.0,2022-07-31,1188370.0,3836.0,3835.0,1.0
대구광역시,512543.5,2022-07-31,822362.0,2506.0,2487.0,19.0
인천광역시,561697.5,2022-07-31,1159590.0,3951.0,3876.0,75.0
광주광역시,334841.5,2022-07-31,571262.0,2284.0,2258.0,26.0
대전광역시,265860.0,2022-07-31,556969.0,2418.0,2396.0,22.0
울산광역시,194617.5,2022-07-31,423995.0,2070.0,2063.0,7.0
세종특별자치시,88578.0,2022-07-31,151608.0,588.0,581.0,7.0
경기도,2154824.0,2022-07-31,5374757.0,18589.0,18568.0,21.0
강원도,1025587.5,2022-07-31,566607.0,2475.0,2460.0,15.0
충청북도,484036.0,2022-07-31,603670.0,2543.0,2528.0,15.0
충청남도,730051.0,2022-07-31,778596.0,3250.0,3238.0,12.0
전라북도,590334.5,2022-07-31,649768.0,3010.0,2992.0,18.0
전라남도,751856.0,2022-07-31,636976.0,2195.0,2185.0,10.0
경상북도,1059824.5,2022-07-31,852748.0,4145.0,4117.0,28.0
경상남도,723793.0,2022-07-31,1179209.0,3973.0,3955.0,18.0
제주특별자치도,307958.0,2022-07-31,269865.0,1583.0,1560.0,23.0
서울특별시,1313392.5,2022-08-01,3985115.0,7340.0,7337.0,3.0
부산광역시,442106.0,2022-08-01,1190441.0,2071.0,2067.0,4.0
대구광역시,252542.5,2022-08-01,824310.0,1948.0,1933.0,15.0
인천광역시,390204.5,2022-08-01,1162049.0,2459.0,2301.0,158.0
광주광역시,151438.0,2022-08-01,572757.0,1495.0,1473.0,22.0
대전광역시,181930.0,2022-08-01,558457.0,1488.0,1462.0,26.0
울산광역시,139398.0,2022-08-01,425091.0,1096.0,1092.0,4.0
세종특별자치시,60578.0,2022-08-01,151967.0,359.0,349.0,10.0
경기도,1419551.0,2022-08-01,5387764.0,13007.0,12983.0,24.0
강원도,768960.5,2022-08-01,568058.0,1451.0,1441.0,10.0
충청북도,330456.0,2022-08-01,605115.0,1445.0,1417.0,28.0
충청남도,494987.5,2022-08-01,780405.0,1809.0,1781.0,28.0
전라북도,312977.0,2022-08-01,651347.0,1579.0,1561.0,18.0
전라남도,463382.5,2022-08-01,638424.0,1448.0,1446.0,2.0
경상북도,638739.5,2022-08-01,855146.0,2398.0,2379.0,19.0
경상남도,505547.0,2022-08-01,1181465.0,2256.0,2226.0,30.0
제주특별자치도,214567.5,2022-08-01,270878.0,1013.0,1005.0,8.0
서울특별시,1341322.5,2022-08-02,4009707.0,24615.0,24600.0,15.0
부산광역시,422443.0,2022-08-02,1197451.0,7013.0,7009.0,4.0
대구광역시,247460.5,2022-08-02,828795.0,4486.0,4469.0,17.0
인천광역시,372687.0,2022-08-02,1167765.0,5747.0,5624.0,123.0
광주광역시,146772.5,2022-08-02,575406.0,2649.0,2595.0,54.0
대전광역시,181562.5,2022-08-02,562623.0,4166.0,4119.0,47.0
울산광역시,135415.0,2022-08-02,427629.0,2540.0,2532.0,8.0
세종특별자치시,63938.0,2022-08-02,152972.0,1010.0,1004.0,6.0
경기도,1414560.0,2022-08-02,5417847.0,30098.0,30049.0,49.0
강원도,696958.5,2022-08-02,571175.0,3120.0,3109.0,11.0
충청북도,319252.5,2022-08-02,608437.0,3323.0,3293.0,30.0
충청남도,470855.0,2022-08-02,784701.0,4297.0,4275.0,22.0
전라북도,291812.5,2022-08-02,654998.0,3652.0,3615.0,37.0
전라남도,440254.5,2022-08-02,641555.0,3131.0,3101.0,30.0
경상북도,604499.0,2022-08-02,859550.0,4404.0,4362.0,42.0
경상남도,480963.0,2022-08-02,1187466.0,6002.0,5978.0,24.0
제주특별자치도,220416.0,2022-08-02,272381.0,1503.0,1487.0,16.0
서울특별시,1358416.5,2022-08-03,4032709.0,23023.0,22986.0,37.0
부산광역시,406955.5,2022-08-03,1204102.0,6659.0,6649.0,10.0
대구광역시,243092.5,2022-08-03,833552.0,4761.0,4746.0,15.0
인천광역시,376043.5,2022-08-03,1174028.0,6266.0,6163.0,103.0
광주광역시,142565.5,2022-08-03,578959.0,3553.0,3489.0,64.0
대전광역시,182805.0,2022-08-03,566155.0,3532.0,3503.0,29.0
울산광역시,130753.0,2022-08-03,430486.0,2859.0,2829.0,30.0
세종특별자치시,63756.0,2022-08-03,153921.0,950.0,933.0,17.0
경기도,1413394.5,2022-08-03,5449537.0,31701.0,31638.0,63.0
강원도,615951.0,2022-08-03,575787.0,4613.0,4589.0,24.0
충청북도,299624.5,2022-08-03,612390.0,3954.0,3916.0,38.0
충청남도,419937.0,2022-08-03,790262.0,5561.0,5539.0,22.0
전라북도,266329.0,2022-08-03,659302.0,4304.0,4276.0,28.0
전라남도,398436.5,2022-08-03,645188.0,3635.0,3614.0,21.0
경상북도,567189.0,2022-08-03,865735.0,6185.0,6146.0,39.0
경상남도,456844.5,2022-08-03,1193844.0,6380.0,6352.0,28.0
제주특별자치도,223741.0,2022-08-03,274349.0,1968.0,1954.0,14.0
서울특별시,1400542.5,2022-08-04,4052939.0,20239.0,20225.0,14.0
부산광역시,388349.5,2022-08-04,1210285.0,6186.0,6180.0,6.0
대구광역시,236621.0,2022-08-04,837945.0,4394.0,4377.0,17.0
인천광역시,381475.5,2022-08-04,1179566.0,5543.0,5440.0,103.0
광주광역시,143356.5,2022-08-04,582374.0,3416.0,3375.0,41.0
대전광역시,181653.5,2022-08-04,569469.0,3314.0,3293.0,21.0
울산광역시,125244.0,2022-08-04,433367.0,2881.0,2864.0,17.0
세종특별자치시,65156.0,2022-08-04,154837.0,918.0,916.0,2.0
경기도,1471753.5,2022-08-04,5477347.0,27827.0,27799.0,28.0
강원도,614131.0,2022-08-04,580156.0,4370.0,4362.0,8.0
충청북도,303716.0,2022-08-04,616012.0,3622.0,3598.0,24.0
충청남도,425911.5,2022-08-04,794624.0,4362.0,4341.0,21.0
전라북도,261604.0,2022-08-04,663532.0,4231.0,4203.0,28.0
전라남도,391034.0,2022-08-04,648343.0,3159.0,3143.0,16.0
경상북도,540981.0,2022-08-04,871422.0,5687.0,5659.0,28.0
경상남도,442988.0,2022-08-04,1199658.0,5815.0,5796.0,19.0
제주특별자치도,221833.5,2022-08-04,276244.0,1895.0,1888.0,7.0
서울특별시,1483783.0,2022-08-05,4073752.0,20817.0,20799.0,18.0
부산광역시,418250.0,2022-08-05,1216922.0,6638.0,6629.0,9.0
대구광역시,263784.5,2022-08-05,842746.0,4801.0,4781.0,20.0
인천광역시,435564.5,2022-08-05,1185469.0,5906.0,5799.0,107.0
광주광역시,165903.5,2022-08-05,585768.0,3394.0,3367.0,27.0
대전광역시,197239.0,2022-08-05,573094.0,3625.0,3596.0,29.0
울산광역시,134669.5,2022-08-05,436300.0,2937.0,2927.0,10.0
세종특별자치시,69737.5,2022-08-05,155709.0,873.0,870.0,3.0
경기도,1580589.5,2022-08-05,5506753.0,29427.0,29382.0,45.0
강원도,679262.5,2022-08-05,584167.0,4011.0,3998.0,13.0
충청북도,338761.5,2022-08-05,619763.0,3754.0,3718.0,36.0
충청남도,468958.0,2022-08-05,799431.0,4807.0,4764.0,43.0
전라북도,291896.5,2022-08-05,667648.0,4116.0,4103.0,13.0
전라남도,418838.0,2022-08-05,652230.0,3887.0,3872.0,15.0
경상북도,589550.5,2022-08-05,877204.0,5783.0,5751.0,32.0
경상남도,478117.5,2022-08-05,1206040.0,6385.0,6360.0,25.0
제주특별자치도,221427.5,2022-08-05,277946.0,1705.0,1688.0,17.0
서울특별시,1621308.5,2022-08-06,4093893.0,20160.0,20142.0,18.0
부산광역시,490280.0,2022-08-06,1223497.0,6578.0,6567.0,11.0
대구광역시,312896.5,2022-08-06,847452.0,4706.0,4688.0,18.0
인천광역시,573247.5,2022-08-06,1191061.0,5595.0,5487.0,108.0
광주광역시,194470.5,2022-08-06,588611.0,2845.0,2810.0,35.0
대전광역시,245224.0,2022-08-06,576555.0,3462.0,3437.0,25.0
울산광역시,162855.0,2022-08-06,439255.0,2958.0,2947.0,11.0
세종특별자치시,83506.5,2022-08-06,156532.0,823.0,813.0,10.0
경기도,1981437.5,2022-08-06,5535840.0,29097.0,29017.0,80.0
강원도,818233.5,2022-08-06,588141.0,3975.0,3965.0,10.0
충청북도,410130.0,2022-08-06,623675.0,3913.0,3891.0,22.0
충청남도,616770.0,2022-08-06,804135.0,4714.0,4662.0,52.0
전라북도,373093.0,2022-08-06,671730.0,4085.0,4054.0,31.0
전라남도,517979.0,2022-08-06,655821.0,3591.0,3568.0,23.0
경상북도,736067.5,2022-08-06,882925.0,5721.0,5685.0,36.0
경상남도,597957.5,2022-08-06,1212800.0,6760.0,6724.0,36.0
제주특별자치도,220440.5,2022-08-06,279588.0,1642.0,1636.0,6.0
서울특별시,1377351.5,2022-08-07,4112259.0,18366.0,18342.0,24.0
부산광역시,435326.5,2022-08-07,1229325.0,5828.0,5825.0,3.0
대구광역시,272258.0,2022-08-07,852173.0,4721.0,4686.0,35.0
인천광역시,501242.0,2022-08-07,1196686.0,5625.0,5545.0,80.0
광주광역시,166824.0,2022-08-07,592026.0,3415.0,3391.0,24.0
대전광역시,205380.0,2022-08-07,580007.0,3452.0,3431.0,21.0
울산광역시,150335.5,2022-08-07,442390.0,3135.0,3115.0,20.0
세종특별자치시,70899.5,2022-08-07,157395.0,863.0,852.0,11.0
경기도,1812538.0,2022-08-07,5562131.0,26291.0,26242.0,49.0
강원도,747026.0,2022-08-07,591572.0,3431.0,3423.0,8.0
충청북도,372631.0,2022-08-07,627331.0,3656.0,3637.0,19.0
충청남도,548520.0,2022-08-07,808605.0,4470.0,4437.0,33.0
전라북도,341309.5,2022-08-07,676211.0,4481.0,4461.0,20.0
전라남도,470050.0,2022-08-07,659109.0,3288.0,3285.0,3.0
경상북도,686080.5,2022-08-07,888818.0,5893.0,5847.0,46.0
경상남도,557315.5,2022-08-07,1219536.0,6736.0,6690.0,46.0
제주특별자치도,213591.0,2022-08-07,281416.0,1828.0,1814.0,14.0
서울특별시,1246021.0,2022-08-08,4120126.0,7867.0,7853.0,14.0
부산광역시,348400.5,2022-08-08,1231947.0,2622.0,2613.0,9.0
대구광역시,227654.0,2022-08-08,854458.0,2285.0,2275.0,10.0
인천광역시,330547.0,2022-08-08,1199478.0,2792.0,2672.0,120.0
광주광역시,142093.0,2022-08-08,594023.0,1997.0,1970.0,27.0
대전광역시,168595.0,2022-08-08,581779.0,1772.0,1758.0,14.0
울산광역시,116165.0,2022-08-08,443994.0,1604.0,1593.0,11.0
세종특별자치시,57732.5,2022-08-08,157915.0,520.0,508.0,12.0
경기도,1288371.0,2022-08-08,5577226.0,15095.0,15065.0,30.0
강원도,482604.5,2022-08-08,594081.0,2509.0,2491.0,18.0
충청북도,258317.5,2022-08-08,629292.0,1961.0,1928.0,33.0
충청남도,363373.5,2022-08-08,810839.0,2234.0,2222.0,12.0
전라북도,223076.0,2022-08-08,678443.0,2232.0,2206.0,26.0
전라남도,322101.5,2022-08-08,661154.0,2045.0,2039.0,6.0
경상북도,450688.0,2022-08-08,892238.0,3420.0,3372.0,48.0
경상남도,374867.5,2022-08-08,1222584.0,3048.0,3016.0,32.0
제주특별자치도,206157.0,2022-08-08,282659.0,1243.0,1229.0,14.0
서울특별시,1113616.0,2022-08-09,4149586.0,29489.0,29470.0,19.0
부산광역시,345649.5,2022-08-09,1241953.0,10011.0,9999.0,12.0
대구광역시,225319.5,2022-08-09,861608.0,7151.0,7132.0,19.0
인천광역시,300769.0,2022-08-09,1207246.0,7770.0,7640.0,130.0
광주광역시,141120.0,2022-08-09,597484.0,3461.0,3419.0,42.0
대전광역시,166470.5,2022-08-09,586730.0,4952.0,4917.0,35.0
울산광역시,114747.5,2022-08-09,447511.0,3523.0,3508.0,15.0
세종특별자치시,60704.0,2022-08-09,159068.0,1155.0,1153.0,2.0
경기도,1194984.0,2022-08-09,5616226.0,39024.0,38975.0,49.0
강원도,416304.0,2022-08-09,598839.0,4760.0,4749.0,11.0
충청북도,240212.0,2022-08-09,634391.0,5100.0,5074.0,26.0
충청남도,345460.5,2022-08-09,816791.0,5952.0,5926.0,26.0
전라북도,217087.5,2022-08-09,683947.0,5507.0,5481.0,26.0
전라남도,317558.5,2022-08-09,666170.0,5016.0,4998.0,18.0
경상북도,438795.0,2022-08-09,898135.0,5898.0,5864.0,34.0
경상남도,372078.0,2022-08-09,1232021.0,9437.0,9366.0,71.0
제주특별자치도,202884.5,2022-08-09,284315.0,1656.0,1638.0,18.0
서울특별시,1302315.0,2022-08-10,4175643.0,26068.0,26046.0,22.0
부산광역시,350241.5,2022-08-10,1250865.0,8917.0,8902.0,15.0
대구광역시,231920.5,2022-08-10,868605.0,6997.0,6979.0,18.0
인천광역시,355001.5,2022-08-10,1214957.0,7715.0,7615.0,100.0
광주광역시,143755.5,2022-08-10,602643.0,5159.0,5119.0,40.0
대전광역시,162305.5,2022-08-10,591405.0,4675.0,4644.0,31.0
울산광역시,114985.5,2022-08-10,451704.0,4197.0,4180.0,17.0
세종특별자치시,54817.0,2022-08-10,160394.0,1327.0,1318.0,9.0
경기도,1348224.5,2022-08-10,5654300.0,38095.0,38016.0,79.0
강원도,404614.0,2022-08-10,604112.0,5275.0,5252.0,23.0
충청북도,231311.5,2022-08-10,639739.0,5349.0,5324.0,25.0
충청남도,319312.0,2022-08-10,823433.0,6642.0,6619.0,23.0
전라북도,205296.0,2022-08-10,690031.0,6086.0,6047.0,39.0
전라남도,312504.5,2022-08-10,672028.0,5863.0,5841.0,22.0
경상북도,423202.5,2022-08-10,906647.0,8512.0,8464.0,48.0
경상남도,369932.5,2022-08-10,1240906.0,8887.0,8834.0,53.0
제주특별자치도,206412.5,2022-08-10,286308.0,1993.0,1977.0,16.0
서울특별시,1363771.5,2022-08-11,4200150.0,24516.0,24500.0,16.0
부산광역시,359499.0,2022-08-11,1259054.0,8190.0,8186.0,4.0
대구광역시,235854.5,2022-08-11,874906.0,6301.0,6284.0,17.0
인천광역시,362782.0,2022-08-11,1221646.0,6692.0,6613.0,79.0
광주광역시,147241.5,2022-08-11,607445.0,4804.0,4779.0,25.0
대전광역시,163866.5,2022-08-11,595673.0,4268.0,4245.0,23.0
울산광역시,117852.0,2022-08-11,454943.0,3243.0,3216.0,27.0
세종특별자치시,57407.0,2022-08-11,161446.0,1053.0,1045.0,8.0
경기도,1398491.5,2022-08-11,5689137.0,34846.0,34780.0,66.0
강원도,439061.0,2022-08-11,608719.0,4607.0,4589.0,18.0
충청북도,233817.5,2022-08-11,644376.0,4639.0,4609.0,30.0
충청남도,326893.0,2022-08-11,829267.0,5844.0,5809.0,35.0
전라북도,200445.0,2022-08-11,695532.0,5501.0,5472.0,29.0
전라남도,309435.0,2022-08-11,677367.0,5342.0,5319.0,23.0
경상북도,428442.0,2022-08-11,913773.0,7126.0,7086.0,40.0
경상남도,378301.0,2022-08-11,1249116.0,8211.0,8178.0,33.0
제주특별자치도,210766.5,2022-08-11,288332.0,2024.0,2009.0,15.0
서울특별시,1565308.5,2022-08-12,4222976.0,22835.0,22822.0,13.0
부산광역시,409619.0,2022-08-12,1266446.0,7397.0,7393.0,4.0
대구광역시,279475.0,2022-08-12,880722.0,5816.0,5796.0,20.0
인천광역시,436303.0,2022-08-12,1228654.0,7010.0,6939.0,71.0
광주광역시,171573.5,2022-08-12,611485.0,4040.0,4013.0,27.0
대전광역시,207455.5,2022-08-12,599470.0,3797.0,3760.0,37.0
울산광역시,131698.0,2022-08-12,458046.0,3104.0,3086.0,18.0
세종특별자치시,72282.0,2022-08-12,162430.0,984.0,978.0,6.0
경기도,1669171.0,2022-08-12,5721871.0,32748.0,32706.0,42.0
강원도,586348.0,2022-08-12,613030.0,4311.0,4287.0,24.0
충청북도,314797.0,2022-08-12,648612.0,4239.0,4221.0,18.0
충청남도,448815.5,2022-08-12,835014.0,5747.0,5718.0,29.0
전라북도,268478.0,2022-08-12,700528.0,4999.0,4978.0,21.0
전라남도,371385.0,2022-08-12,682601.0,5235.0,5225.0,10.0
경상북도,530309.5,2022-08-12,920435.0,6663.0,6633.0,30.0
경상남도,453190.5,2022-08-12,1256882.0,7768.0,7727.0,41.0
제주특별자치도,220041.5,2022-08-12,290315.0,1984.0,1968.0,16.0
서울특별시,1671190.5,2022-08-13,4244827.0,21859.0,21836.0,23.0
부산광역시,546497.0,2022-08-13,1274102.0,7660.0,7656.0,4.0
대구광역시,358277.5,2022-08-13,886788.0,6071.0,6054.0,17.0
인천광역시,557056.5,2022-08-13,1234754.0,6108.0,5993.0,115.0
광주광역시,218869.0,2022-08-13,615881.0,4396.0,4380.0,16.0
대전광역시,256914.0,2022-08-13,603372.0,3902.0,3870.0,32.0
울산광역시,180183.5,2022-08-13,461003.0,2964.0,2942.0,22.0
세종특별자치시,86506.0,2022-08-13,163494.0,1064.0,1051.0,13.0
경기도,2044224.0,2022-08-13,5752973.0,31123.0,31082.0,41.0
강원도,901992.0,2022-08-13,617016.0,3987.0,3965.0,22.0
충청북도,446103.0,2022-08-13,652788.0,4178.0,4161.0,17.0
충청남도,668486.0,2022-08-13,840231.0,5227.0,5199.0,28.0
전라북도,433135.5,2022-08-13,705327.0,4802.0,4778.0,24.0
전라남도,584367.0,2022-08-13,687990.0,5392.0,5372.0,20.0
경상북도,798196.0,2022-08-13,926645.0,6210.0,6192.0,18.0
경상남도,689664.5,2022-08-13,1264644.0,7764.0,7720.0,44.0
제주특별자치도,232753.5,2022-08-13,292188.0,1874.0,1861.0,13.0
서울특별시,1529013.5,2022-08-14,4264423.0,19596.0,19591.0,5.0
