areaNm,touNum,baseYmd,avgTemp,dayRf,daySf,festival,holiday,PM10,PM25,AccumulateCovid19,increase,AccumulateReleased,localIncrease,CovidForeigner
전라북도,198033.5,2022-12-02,0.7,0.0,0.0,0,0,0,0,914757.0,1671.0,0.0,1671.0,0.0
전라남도,266437.5,2022-12-02,2.3,0.0,0.0,0,0,0,0,886730.0,1657.0,0.0,1655.0,2.0
경상북도,361980.5,2022-12-02,-3.5,0.0,0.0,0,0,0,0,1247116.0,2592.0,0.0,2590.0,2.0
경상남도,314580.0,2022-12-02,-0.6,0.0,0.0,0,0,0,0,1618087.0,2740.0,0.0,2739.0,1.0
제주특별자치도,144700.5,2022-12-02,7.1,0.1,0.0,1,0,0,0,349494.0,355.0,0.0,354.0,1.0
서울특별시,1857100.0,2022-12-03,2.1,1.1,1.0,0,1,0,0,5328989.0,10369.0,0.0,10368.0,1.0
부산광역시,473641.0,2022-12-03,7.0,0.0,0.0,0,1,0,0,1599876.0,2755.0,0.0,2755.0,0.0
대구광역시,349300.0,2022-12-03,4.4,0.0,0.0,0,1,0,0,1192470.0,2372.0,0.0,2369.0,3.0
인천광역시,534754.5,2022-12-03,2.7,1.4,0.4,0,1,0,0,1577901.0,3107.0,0.0,3107.0,0.0
광주광역시,220734.5,2022-12-03,5.6,0.0,0.0,0,1,0,0,793272.0,1617.0,0.0,1616.0,1.0
대전광역시,273710.5,2022-12-03,2.7,0.0,0.0,0,1,0,0,796356.0,1667.0,0.0,1667.0,0.0
울산광역시,143412.5,2022-12-03,6.1,0.0,0.0,0,1,0,0,578914.0,918.0,0.0,913.0,5.0
세종특별자치시,83149.5,2022-12-03,2.1,0.0,0.0,0,1,0,0,215050.0,473.0,0.0,473.0,0.0
경기도,1846747.0,2022-12-03,-0.1,0.0,0.0,0,1,0,0,7368261.0,14807.0,0.0,14804.0,3.0
강원도,426681.5,2022-12-03,0.7,1.0,0.0,0,1,0,0,812021.0,1577.0,0.0,1577.0,0.0
충청북도,327218.5,2022-12-03,-2.5,0.3,0.0,0,1,0,0,856995.0,1727.0,0.0,1727.0,0.0
충청남도,514836.0,2022-12-03,4.3,1.3,0.0,0,1,0,0,1098784.0,2268.0,0.0,2268.0,0.0
전라북도,316274.0,2022-12-03,5.8,0.3,0.0,0,1,0,0,914757.0,1671.0,0.0,1671.0,0.0
전라남도,404701.5,2022-12-03,6.7,0.0,0.0,0,1,0,0,888338.0,1614.0,0.0,1612.0,2.0
경상북도,564151.0,2022-12-03,-0.2,0.0,0.0,0,1,0,0,1249689.0,2575.0,0.0,2572.0,3.0
경상남도,483185.5,2022-12-03,3.7,0.0,0.0,0,1,0,0,1620811.0,2727.0,0.0,2723.0,4.0
제주특별자치도,151721.5,2022-12-03,10.4,1.3,0.0,1,1,0,0,349841.0,348.0,0.0,348.0,0.0
서울특별시,1522769.5,2022-12-04,-3.5,0.0,0.0,0,1,0,0,5337515.0,8526.0,0.0,8526.0,0.0
부산광역시,430279.5,2022-12-04,6.5,0.0,0.0,0,1,0,0,1602330.0,2454.0,0.0,2449.0,5.0
대구광역시,302547.0,2022-12-04,3.1,0.0,0.0,0,1,0,0,1194797.0,2327.0,0.0,2321.0,6.0
인천광역시,477676.5,2022-12-04,-3.8,0.0,0.0,0,1,0,0,1580609.0,2708.0,0.0,2707.0,1.0
광주광역시,179816.0,2022-12-04,2.4,0.0,0.0,0,1,0,0,793272.0,1617.0,0.0,1616.0,1.0
대전광역시,229106.5,2022-12-04,-1.4,0.0,0.0,0,1,0,0,797823.0,1467.0,0.0,1466.0,1.0
울산광역시,131029.5,2022-12-04,4.8,0.0,0.0,0,1,0,0,578914.0,918.0,0.0,913.0,5.0
세종특별자치시,73675.0,2022-12-04,-1.6,0.0,0.0,0,1,0,0,215515.0,465.0,0.0,465.0,0.0
경기도,1684907.0,2022-12-04,-2.1,0.0,0.0,0,1,0,0,7381114.0,12853.0,0.0,12850.0,3.0
강원도,394089.5,2022-12-04,-2.3,0.0,0.0,0,1,0,0,813163.0,1142.0,0.0,1141.0,1.0
충청북도,294252.0,2022-12-04,-2.9,0.0,0.0,0,1,0,0,858610.0,1615.0,0.0,1615.0,0.0
충청남도,455189.0,2022-12-04,-1.5,0.0,0.0,0,1,0,0,1100702.0,1918.0,0.0,1918.0,0.0
전라북도,276115.0,2022-12-04,0.2,0.0,0.0,0,1,0,0,918323.0,1826.0,0.0,1824.0,2.0
전라남도,369918.5,2022-12-04,3.9,0.0,0.0,0,1,0,0,889780.0,1442.0,0.0,1441.0,1.0
경상북도,540543.5,2022-12-04,1.4,0.0,0.0,0,1,0,0,1252062.0,2373.0,0.0,2373.0,0.0
경상남도,460169.5,2022-12-04,4.0,0.0,0.0,0,1,0,0,1623266.0,2455.0,0.0,2454.0,1.0
제주특별자치도,148407.0,2022-12-04,8.1,0.3,0.0,1,1,0,0,350200.0,359.0,0.0,359.0,0.0
서울특별시,1207829.0,2022-12-05,-3.1,0.0,0.0,0,0,0,0,5341436.0,3921.0,0.0,3920.0,1.0
부산광역시,274281.0,2022-12-05,3.5,0.0,0.0,0,0,0,0,1603322.0,992.0,0.0,990.0,2.0
대구광역시,194446.0,2022-12-05,1.2,0.0,0.0,0,0,0,0,1195491.0,694.0,0.0,693.0,1.0
인천광역시,323183.0,2022-12-05,-3.2,0.0,0.0,0,0,0,0,1582016.0,1407.0,0.0,1407.0,0.0
광주광역시,122577.0,2022-12-05,0.7,0.0,0.0,0,0,0,0,797569.0,818.0,0.0,817.0,1.0
대전광역시,153233.5,2022-12-05,-2.2,0.0,0.0,0,0,0,0,798597.0,774.0,0.0,772.0,2.0
울산광역시,89631.5,2022-12-05,1.8,0.0,0.0,0,0,0,0,580216.0,419.0,0.0,418.0,1.0
세종특별자치시,53889.5,2022-12-05,-2.6,0.0,0.0,0,0,0,0,215515.0,465.0,0.0,465.0,0.0
경기도,1143772.0,2022-12-05,-2.8,0.0,0.0,0,0,0,0,7388494.0,7380.0,0.0,7379.0,1.0
강원도,222775.0,2022-12-05,-3.6,0.0,0.0,0,0,0,0,813899.0,736.0,0.0,734.0,2.0
충청북도,188562.5,2022-12-05,-4.9,0.0,0.0,0,0,0,0,859357.0,747.0,0.0,746.0,1.0
충청남도,265310.5,2022-12-05,-2.4,0.0,0.0,0,0,0,0,1101717.0,1015.0,0.0,1015.0,0.0
전라북도,150552.5,2022-12-05,-0.8,0.0,0.0,0,0,0,0,918980.0,657.0,0.0,656.0,1.0
전라남도,212565.5,2022-12-05,1.1,0.0,0.0,0,0,0,0,890526.0,746.0,0.0,746.0,0.0
경상북도,292687.5,2022-12-05,-0.7,0.0,0.0,0,0,0,0,1253195.0,1133.0,0.0,1131.0,2.0
경상남도,261929.5,2022-12-05,1.1,0.0,0.0,0,0,0,0,1624441.0,1175.0,0.0,1175.0,0.0
제주특별자치도,141260.0,2022-12-05,5.8,0.0,0.0,1,0,0,0,350433.0,233.0,0.0,232.0,1.0
서울특별시,1225444.5,2022-12-06,0.9,0.1,0.3,0,0,0,0,5341436.0,3921.0,0.0,3920.0,1.0
부산광역시,268268.0,2022-12-06,4.1,0.0,0.0,0,0,0,0,1608178.0,4856.0,0.0,4851.0,5.0
대구광역시,190806.0,2022-12-06,1.9,0.0,0.0,0,0,0,0,1195491.0,694.0,0.0,693.0,1.0
인천광역시,311374.0,2022-12-06,1.5,0.1,0.6,0,0,0,0,1586533.0,4517.0,0.0,4509.0,8.0
광주광역시,119987.0,2022-12-06,3.3,0.0,0.0,0,0,0,0,799589.0,2020.0,0.0,2019.0,1.0
대전광역시,152789.0,2022-12-06,0.8,0.3,0.0,0,0,0,0,801185.0,2588.0,0.0,2588.0,0.0
울산광역시,91570.5,2022-12-06,3.1,0.0,0.0,0,0,0,0,581546.0,1330.0,0.0,1328.0,2.0
세종특별자치시,54194.0,2022-12-06,-0.1,0.4,0.0,0,0,0,0,216404.0,640.0,0.0,640.0,0.0
경기도,1141273.0,2022-12-06,-2.6,2.1,0.0,0,0,0,0,7388494.0,7380.0,0.0,7379.0,1.0
강원도,203535.5,2022-12-06,-2.4,0.0,0.0,0,0,0,0,815920.0,2021.0,0.0,2020.0,1.0
충청북도,184607.5,2022-12-06,-4.6,1.7,0.0,0,0,0,0,861415.0,2058.0,0.0,2056.0,2.0
충청남도,262703.0,2022-12-06,1.6,3.6,0.0,0,0,0,0,1104884.0,3167.0,0.0,3167.0,0.0
전라북도,147539.0,2022-12-06,2.2,0.5,0.0,0,0,0,0,921295.0,2315.0,0.0,2313.0,2.0
전라남도,215523.0,2022-12-06,2.9,0.0,0.0,0,0,0,0,892995.0,2469.0,0.0,2468.0,1.0
경상북도,290402.0,2022-12-06,-1.1,0.5,0.0,0,0,0,0,1255935.0,2740.0,0.0,2735.0,5.0
경상남도,265016.5,2022-12-06,3.1,0.0,0.0,0,0,0,0,1628656.0,4215.0,0.0,4212.0,3.0
제주특별자치도,135887.5,2022-12-06,8.6,0.0,0.0,1,0,0,0,350796.0,363.0,0.0,363.0,0.0
서울특별시,1295465.5,2022-12-07,4.9,0.1,0.0,0,0,0,0,5371555.0,13747.0,0.0,13745.0,2.0
부산광역시,277742.5,2022-12-07,7.2,0.0,0.0,0,0,0,0,1612140.0,3962.0,0.0,3962.0,0.0
대구광역시,196322.0,2022-12-07,4.4,0.0,0.0,0,0,0,0,1202563.0,3312.0,0.0,3305.0,7.0
인천광역시,336021.0,2022-12-07,5.2,0.7,0.0,0,0,0,0,1590893.0,4360.0,0.0,4359.0,1.0
광주광역시,125825.0,2022-12-07,5.5,0.0,0.0,0,0,0,0,802140.0,2551.0,0.0,2549.0,2.0
대전광역시,157594.5,2022-12-07,4.4,0.0,0.0,0,0,0,0,803425.0,2240.0,0.0,2240.0,0.0
울산광역시,97265.0,2022-12-07,5.4,0.0,0.0,0,0,0,0,582992.0,1446.0,0.0,1443.0,3.0
세종특별자치시,58117.5,2022-12-07,4.1,0.0,0.0,0,0,0,0,217052.0,648.0,0.0,648.0,0.0
경기도,1213429.0,2022-12-07,2.7,0.1,0.0,0,0,0,0,7431956.0,21330.0,0.0,21326.0,4.0
강원도,212996.0,2022-12-07,2.4,0.0,0.0,0,0,0,0,818103.0,2183.0,0.0,2179.0,4.0
충청북도,196315.0,2022-12-07,1.2,0.2,0.0,0,0,0,0,863953.0,2538.0,0.0,2537.0,1.0
충청남도,274648.5,2022-12-07,5.2,0.0,0.0,0,0,0,0,1108003.0,3119.0,0.0,3117.0,2.0
전라북도,151410.0,2022-12-07,4.7,0.0,0.0,0,0,0,0,923812.0,2517.0,0.0,2514.0,3.0
전라남도,224017.5,2022-12-07,4.0,0.0,0.0,0,0,0,0,892995.0,2469.0,0.0,2468.0,1.0
경상북도,304671.5,2022-12-07,3.6,0.1,0.0,0,0,0,0,1259588.0,3653.0,0.0,3648.0,5.0
경상남도,275366.0,2022-12-07,5.8,0.0,0.0,0,0,0,0,1632820.0,4164.0,0.0,4162.0,2.0
제주특별자치도,139566.0,2022-12-07,10.2,0.0,0.0,1,0,0,0,351468.0,672.0,0.0,672.0,0.0
서울특별시,1368804.5,2022-12-08,3.7,0.0,0.0,0,0,0,0,5383532.0,11977.0,0.0,11975.0,2.0
부산광역시,291063.5,2022-12-08,7.8,0.0,0.0,0,0,0,0,1616068.0,3928.0,0.0,3928.0,0.0
대구광역시,205499.0,2022-12-08,4.5,0.0,0.0,0,0,0,0,1205642.0,3079.0,0.0,3077.0,2.0
인천광역시,349506.5,2022-12-08,4.5,0.0,0.0,0,0,0,0,1594735.0,3842.0,0.0,3837.0,5.0
광주광역시,130536.0,2022-12-08,6.5,0.0,0.0,0,0,0,0,804404.0,2264.0,0.0,2264.0,0.0
대전광역시,164297.0,2022-12-08,3.5,0.0,0.0,0,0,0,0,805373.0,1948.0,0.0,1948.0,0.0
울산광역시,100285.5,2022-12-08,6.8,0.0,0.0,0,0,0,0,584227.0,1235.0,0.0,1234.0,1.0
세종특별자치시,60683.0,2022-12-08,3.2,0.0,0.0,0,0,0,0,217052.0,648.0,0.0,648.0,0.0
경기도,1280790.0,2022-12-08,1.3,0.0,0.0,0,0,0,0,7450242.0,18286.0,0.0,18283.0,3.0
강원도,226716.0,2022-12-08,0.3,0.0,0.0,0,0,0,0,819958.0,1855.0,0.0,1855.0,0.0
충청북도,210192.5,2022-12-08,-0.2,0.0,0.0,0,0,0,0,866128.0,2175.0,0.0,2175.0,0.0
충청남도,298739.0,2022-12-08,2.7,0.0,0.0,0,0,0,0,1110829.0,2826.0,0.0,2825.0,1.0
전라북도,164374.0,2022-12-08,5.1,0.0,0.0,0,0,0,0,925863.0,2051.0,0.0,2051.0,0.0
전라남도,238882.0,2022-12-08,5.5,0.0,0.0,0,0,0,0,897281.0,2037.0,0.0,2035.0,2.0
경상북도,324362.5,2022-12-08,1.0,0.0,0.0,0,0,0,0,1262558.0,2970.0,0.0,2968.0,2.0
경상남도,286335.0,2022-12-08,5.1,0.0,0.0,0,0,0,0,1636415.0,3595.0,0.0,3595.0,0.0
제주특별자치도,147665.0,2022-12-08,9.0,0.0,0.0,1,0,0,0,352047.0,579.0,0.0,578.0,1.0
서울특별시,1540227.5,2022-12-09,4.5,0.0,0.0,0,0,0,0,5395385.0,11853.0,0.0,11852.0,1.0
부산광역시,346087.0,2022-12-09,9.5,0.0,0.0,0,0,0,0,1619851.0,3783.0,0.0,3783.0,0.0
대구광역시,249539.5,2022-12-09,4.4,0.0,0.0,0,0,0,0,1208424.0,2782.0,0.0,2775.0,7.0
인천광역시,399339.5,2022-12-09,5.3,0.0,0.0,0,0,0,0,1598340.0,3605.0,0.0,3603.0,2.0
광주광역시,162820.0,2022-12-09,7.4,0.0,0.0,0,0,0,0,806480.0,2076.0,0.0,2076.0,0.0
대전광역시,196346.5,2022-12-09,4.0,0.0,0.0,0,0,0,0,807221.0,1848.0,0.0,1847.0,1.0
울산광역시,113109.5,2022-12-09,8.0,0.0,0.0,0,0,0,0,585499.0,1272.0,0.0,1270.0,2.0
세종특별자치시,67805.5,2022-12-09,3.7,0.0,0.0,0,0,0,0,218151.0,522.0,0.0,522.0,0.0
경기도,1447684.0,2022-12-09,0.7,0.0,0.0,0,0,0,0,7467881.0,17639.0,0.0,17633.0,6.0
강원도,305616.5,2022-12-09,0.0,0.0,0.0,1,0,0,0,821706.0,1748.0,0.0,1748.0,0.0
충청북도,244650.0,2022-12-09,-1.8,0.0,0.0,0,0,0,0,868027.0,1899.0,0.0,1899.0,0.0
충청남도,346776.5,2022-12-09,3.5,0.0,0.0,0,0,0,0,1113685.0,2856.0,0.0,2855.0,1.0
전라북도,204074.5,2022-12-09,6.5,0.0,0.0,0,0,0,0,925863.0,2051.0,0.0,2051.0,0.0
전라남도,285278.0,2022-12-09,5.7,0.1,0.0,0,0,0,0,899281.0,2000.0,0.0,1998.0,2.0
경상북도,389851.0,2022-12-09,-0.5,0.0,0.0,0,0,0,0,1265356.0,2798.0,0.0,2795.0,3.0
경상남도,339426.5,2022-12-09,3.3,0.0,0.0,0,0,0,0,1639822.0,3407.0,0.0,3406.0,1.0
제주특별자치도,155197.0,2022-12-09,11.2,0.0,0.0,1,0,0,0,352621.0,574.0,0.0,574.0,0.0
서울특별시,2015412.0,2022-12-10,2.6,0.0,0.0,0,1,0,0,5407043.0,11690.0,0.0,11689.0,1.0
부산광역시,500675.0,2022-12-10,9.3,0.0,0.0,0,1,0,0,1623676.0,3834.0,0.0,3830.0,4.0
대구광역시,368693.5,2022-12-10,4.7,0.0,0.0,0,1,0,0,1211213.0,2795.0,0.0,2792.0,3.0
인천광역시,577461.5,2022-12-10,2.7,0.0,0.0,0,1,0,0,1602245.0,3925.0,0.0,3924.0,1.0
광주광역시,232375.5,2022-12-10,5.1,0.0,0.0,0,1,0,0,808524.0,2044.0,0.0,2044.0,0.0
대전광역시,285901.0,2022-12-10,1.7,0.0,0.0,0,1,0,0,809010.0,1789.0,0.0,1789.0,0.0
울산광역시,149019.5,2022-12-10,8.1,0.0,0.0,0,1,0,0,586737.0,1238.0,0.0,1236.0,2.0
세종특별자치시,88599.0,2022-12-10,1.5,0.0,0.0,0,1,0,0,218697.0,548.0,0.0,548.0,0.0
경기도,1990313.5,2022-12-10,-0.4,0.0,0.0,0,1,0,0,7485368.0,17525.0,0.0,17518.0,7.0
강원도,485359.0,2022-12-10,-0.7,0.0,0.0,1,1,0,0,823493.0,1787.0,0.0,1786.0,1.0
충청북도,341337.5,2022-12-10,-1.3,0.0,0.0,0,1,0,0,870091.0,2070.0,0.0,2070.0,0.0
충청남도,528766.0,2022-12-10,1.6,0.0,0.0,0,1,0,0,1116407.0,2730.0,0.0,2729.0,1.0
전라북도,304605.0,2022-12-10,3.4,0.0,0.0,0,1,0,0,929839.0,1931.0,0.0,1929.0,2.0
전라남도,416972.5,2022-12-10,4.8,0.0,0.0,0,1,0,0,901244.0,1963.0,0.0,1960.0,3.0
경상북도,567521.5,2022-12-10,0.9,0.0,0.0,0,1,0,0,1267957.0,2602.0,0.0,2601.0,1.0
경상남도,503989.5,2022-12-10,2.6,0.0,0.0,0,1,0,0,1643576.0,3758.0,0.0,3755.0,3.0
제주특별자치도,159635.0,2022-12-10,11.1,0.0,0.0,1,1,0,0,353098.0,477.0,0.0,477.0,0.0
서울특별시,1648174.5,2022-12-11,1.6,0.0,0.0,0,1,0,0,5407043.0,11690.0,0.0,11689.0,1.0
부산광역시,453239.5,2022-12-11,7.6,0.0,0.0,0,1,0,0,1626972.0,3296.0,0.0,3295.0,1.0
대구광역시,312340.0,2022-12-11,4.8,0.0,0.0,0,1,0,0,1213494.0,2281.0,0.0,2275.0,6.0
인천광역시,511017.5,2022-12-11,1.7,0.0,0.0,0,1,0,0,1605638.0,3393.0,0.0,3393.0,0.0
광주광역시,190564.5,2022-12-11,5.1,0.0,0.0,0,1,0,0,810418.0,1894.0,0.0,1892.0,2.0
대전광역시,237671.0,2022-12-11,1.8,0.0,0.0,0,1,0,0,810599.0,1589.0,0.0,1589.0,0.0
울산광역시,140094.5,2022-12-11,6.3,0.3,0.0,0,1,0,0,587952.0,1215.0,0.0,1215.0,0.0
세종특별자치시,71960.0,2022-12-11,1.6,0.0,0.0,0,1,0,0,219208.0,511.0,0.0,511.0,0.0
경기도,1819937.0,2022-12-11,-0.2,0.0,0.0,0,1,0,0,7500128.0,14760.0,0.0,14759.0,1.0
강원도,447097.0,2022-12-11,-1.1,0.0,0.0,1,1,0,0,824831.0,1338.0,0.0,1337.0,1.0
충청북도,311034.5,2022-12-11,-2.0,0.0,0.0,0,1,0,0,872028.0,1937.0,0.0,1937.0,0.0
충청남도,473004.0,2022-12-11,0.9,0.0,0.0,0,1,0,0,1118659.0,2252.0,0.0,2250.0,2.0
전라북도,276860.5,2022-12-11,3.2,0.0,0.0,0,1,0,0,931892.0,2053.0,0.0,2053.0,0.0
전라남도,391027.0,2022-12-11,5.3,0.0,0.0,0,1,0,0,902924.0,1680.0,0.0,1680.0,0.0
경상북도,543532.5,2022-12-11,0.3,0.0,0.0,0,1,0,0,1270665.0,2708.0,0.0,2708.0,0.0
경상남도,478061.5,2022-12-11,2.2,0.0,0.0,0,1,0,0,1646832.0,3256.0,0.0,3256.0,0.0
제주특별자치도,155200.5,2022-12-11,9.1,0.0,0.0,1,1,0,0,353613.0,515.0,0.0,515.0,0.0
서울특별시,1320770.5,2022-12-12,2.0,5.4,0.0,0,0,0,0,5420556.0,3910.0,0.0,3910.0,0.0
부산광역시,302340.5,2022-12-12,8.0,2.0,0.0,0,0,0,0,1628086.0,1114.0,0.0,1114.0,0.0
대구광역시,212047.5,2022-12-12,4.1,1.1,0.0,0,0,0,0,1214272.0,778.0,0.0,778.0,0.0
인천광역시,352184.0,2022-12-12,2.5,2.1,0.0,0,0,0,0,1607181.0,1543.0,0.0,1540.0,3.0
광주광역시,134907.5,2022-12-12,3.8,0.0,0.0,0,0,0,0,811371.0,953.0,0.0,953.0,0.0
대전광역시,167041.0,2022-12-12,1.6,0.0,0.0,0,0,0,0,811367.0,768.0,0.0,766.0,2.0
울산광역시,99883.0,2022-12-12,6.6,2.4,0.0,0,0,0,0,588470.0,518.0,0.0,517.0,1.0
세종특별자치시,59972.5,2022-12-12,1.3,0.2,0.0,0,0,0,0,219414.0,206.0,0.0,206.0,0.0
경기도,1281115.5,2022-12-12,0.7,1.3,0.0,0,0,0,0,7508144.0,8016.0,0.0,8015.0,1.0
강원도,256053.0,2022-12-12,-0.1,1.7,0.0,0,0,0,0,825811.0,980.0,0.0,980.0,0.0
충청북도,206661.0,2022-12-12,-0.8,0.2,0.0,0,0,0,0,872839.0,811.0,0.0,810.0,1.0
충청남도,289656.5,2022-12-12,1.5,0.7,0.0,0,0,0,0,1118659.0,2252.0,0.0,2250.0,2.0
전라북도,164332.0,2022-12-12,3.1,0.8,0.0,0,0,0,0,932612.0,720.0,0.0,720.0,0.0
전라남도,235102.0,2022-12-12,3.1,0.0,0.0,0,0,0,0,903908.0,984.0,0.0,982.0,2.0
경상북도,328723.5,2022-12-12,1.7,0.1,0.0,0,0,0,0,1271955.0,1290.0,0.0,1289.0,1.0
경상남도,287441.0,2022-12-12,0.5,0.2,0.0,0,0,0,0,1648308.0,1476.0,0.0,1476.0,0.0
제주특별자치도,150342.5,2022-12-12,8.4,0.0,0.0,1,0,0,0,354009.0,396.0,0.0,394.0,2.0
서울특별시,1336377.0,2022-12-13,0.0,0.6,0.8,0,0,1,0,5438252.0,17696.0,0.0,17693.0,3.0
부산광역시,300765.5,2022-12-13,6.4,0.0,0.0,0,0,1,0,1634322.0,6236.0,0.0,6236.0,0.0
대구광역시,211137.5,2022-12-13,5.2,0.0,0.0,0,0,1,0,1214272.0,778.0,0.0,778.0,0.0
인천광역시,345726.5,2022-12-13,0.2,1.3,0.9,0,0,1,0,1612688.0,5507.0,0.0,5505.0,2.0
광주광역시,136304.0,2022-12-13,5.1,0.5,0.2,0,0,1,0,813711.0,2340.0,0.0,2338.0,2.0
대전광역시,163331.0,2022-12-13,1.7,4.9,3.5,0,0,1,0,813998.0,2631.0,0.0,2631.0,0.0
울산광역시,103505.5,2022-12-13,5.9,0.0,0.0,0,0,1,0,590251.0,1781.0,0.0,1781.0,0.0
세종특별자치시,59654.0,2022-12-13,1.1,4.5,0.0,0,0,0,0,220184.0,770.0,0.0,770.0,0.0
경기도,1252800.5,2022-12-13,0.5,2.8,0.0,0,0,1,0,7532239.0,24095.0,0.0,24093.0,2.0
강원도,228938.5,2022-12-13,0.5,0.2,0.0,0,0,1,0,828021.0,2210.0,0.0,2209.0,1.0
충청북도,194726.0,2022-12-13,-0.6,5.0,0.0,0,0,1,0,875153.0,2314.0,0.0,2313.0,1.0
충청남도,279345.5,2022-12-13,1.8,5.5,0.0,0,0,1,0,1123394.0,3581.0,0.0,3578.0,3.0
전라북도,159600.0,2022-12-13,4.0,1.8,3.4,0,0,1,0,934990.0,2378.0,0.0,2378.0,0.0
전라남도,233338.0,2022-12-13,6.9,0.0,0.0,0,0,1,0,906670.0,2762.0,0.0,2762.0,0.0
경상북도,333417.0,2022-12-13,1.8,4.2,0.0,0,0,1,0,1271955.0,1290.0,0.0,1289.0,1.0
경상남도,291889.5,2022-12-13,4.5,0.2,0.0,0,0,1,0,1653612.0,5304.0,0.0,5302.0,2.0
제주특별자치도,144830.0,2022-12-13,9.6,0.0,0.0,1,0,0,0,354394.0,385.0,0.0,385.0,0.0
서울특별시,1352834.0,2022-12-14,-8.4,0.0,0.5,0,0,0,0,5453432.0,15180.0,0.0,15177.0,3.0
부산광역시,300545.0,2022-12-14,-0.4,0.0,0.0,0,0,0,0,1639744.0,5422.0,0.0,5420.0,2.0
대구광역시,212908.5,2022-12-14,-3.9,0.0,0.0,0,0,0,0,1221924.0,3701.0,0.0,3695.0,6.0
인천광역시,350798.0,2022-12-14,-8.2,0.0,0.8,0,0,0,0,1617753.0,5065.0,0.0,5061.0,4.0
광주광역시,132282.5,2022-12-14,-2.3,1.7,5.4,0,0,0,0,816581.0,2870.0,0.0,2868.0,2.0
대전광역시,159222.0,2022-12-14,-7.3,0.0,3.8,0,0,0,0,813998.0,2631.0,0.0,2631.0,0.0
울산광역시,102627.0,2022-12-14,-2.1,0.0,0.0,0,0,0,0,592176.0,1925.0,0.0,1924.0,1.0
세종특별자치시,56829.5,2022-12-14,-7.4,0.1,0.0,0,0,0,0,220812.0,628.0,0.0,628.0,0.0
경기도,1246745.5,2022-12-14,-7.6,0.0,0.0,0,0,0,0,7555432.0,23193.0,0.0,23177.0,16.0
강원도,215449.5,2022-12-14,-8.3,0.0,0.0,0,0,0,0,828021.0,2210.0,0.0,2209.0,1.0
충청북도,188240.5,2022-12-14,-9.7,0.0,0.0,0,0,0,0,877887.0,2734.0,0.0,2732.0,2.0
충청남도,257722.5,2022-12-14,-6.4,0.3,0.0,0,0,0,0,1127097.0,3703.0,0.0,3702.0,1.0
전라북도,151126.5,2022-12-14,-5.1,0.4,4.6,0,0,0,0,937801.0,2811.0,0.0,2811.0,0.0
전라남도,214844.0,2022-12-14,-1.1,0.9,0.0,0,0,0,0,909418.0,2748.0,0.0,2743.0,5.0
경상북도,313428.5,2022-12-14,-7.3,0.2,0.0,0,0,0,0,1278567.0,3733.0,0.0,3731.0,2.0
경상남도,286408.5,2022-12-14,-3.4,0.0,0.0,0,0,0,0,1658783.0,5171.0,0.0,5170.0,1.0
제주특별자치도,145915.0,2022-12-14,4.2,2.1,0.0,1,0,1,0,354394.0,385.0,0.0,385.0,0.0
서울특별시,1359018.5,2022-12-15,-4.5,2.4,4.5,0,0,0,0,5466262.0,12830.0,0.0,12830.0,0.0
부산광역시,317649.5,2022-12-15,1.6,0.0,0.0,0,0,0,0,1644413.0,4669.0,0.0,4668.0,1.0
대구광역시,222358.5,2022-12-15,-0.1,0.0,0.0,0,0,0,0,1225011.0,3087.0,0.0,3079.0,8.0
인천광역시,348516.0,2022-12-15,-4.3,2.5,5.1,0,0,0,0,1621948.0,4195.0,0.0,4195.0,0.0
광주광역시,142170.0,2022-12-15,1.3,0.1,0.0,0,0,0,0,818906.0,2325.0,0.0,2324.0,1.0
대전광역시,171293.5,2022-12-15,-1.4,1.6,2.1,0,0,0,0,818354.0,2005.0,0.0,2004.0,1.0
울산광역시,105994.0,2022-12-15,0.6,0.0,0.0,0,0,0,0,593697.0,1521.0,0.0,1521.0,0.0
세종특별자치시,62335.0,2022-12-15,-2.5,4.8,0.0,0,0,0,0,221399.0,587.0,0.0,587.0,0.0
경기도,1246598.5,2022-12-15,-6.2,2.8,0.0,0,0,0,0,7574461.0,19029.0,0.0,19023.0,6.0
강원도,224738.5,2022-12-15,-6.7,3.6,0.0,0,0,0,0,832530.0,1975.0,0.0,1972.0,3.0
충청북도,199552.5,2022-12-15,-6.7,2.7,0.0,0,0,0,0,877887.0,2734.0,0.0,2732.0,2.0
충청남도,275611.0,2022-12-15,-1.9,5.3,0.0,0,0,0,0,1127097.0,3703.0,0.0,3702.0,1.0
전라북도,163569.0,2022-12-15,0.4,1.7,1.0,0,0,0,0,940055.0,2254.0,0.0,2254.0,0.0
전라남도,237090.0,2022-12-15,1.1,0.0,0.0,0,0,0,0,911740.0,2322.0,0.0,2322.0,0.0
경상북도,335289.5,2022-12-15,-5.7,1.3,0.0,0,0,0,0,1281842.0,3275.0,0.0,3270.0,5.0
경상남도,300226.5,2022-12-15,-1.9,0.0,0.0,0,0,0,0,1663183.0,4400.0,0.0,4399.0,1.0
제주특별자치도,151637.5,2022-12-15,7.0,0.0,0.0,1,0,0,0,355805.0,637.0,0.0,637.0,0.0
서울특별시,1616825.0,2022-12-16,-6.3,0.0,4.1,0,0,0,0,5478664.0,12402.0,0.0,12399.0,3.0
