baseYmd,AccumulateCovid19,areaNm,increase,AccumulateReleased,localIncrease,CovidForeigner
2022-03-25,302786.0,충청북도,11556.0,201635.0,11556.0,0.0
2022-03-26,314386.0,충청북도,11616.0,210468.0,11614.0,2.0
2022-03-27,325193.0,충청북도,10807.0,210468.0,10807.0,0.0
2022-03-28,331028.0,충청북도,5835.0,210468.0,5834.0,1.0
2022-03-29,344094.0,충청북도,13075.0,0.0,13073.0,2.0
2022-03-30,429.0,충청북도,15579.0,0.0,15579.0,0.0
2022-03-31,370985.0,충청북도,11322.0,0.0,11322.0,0.0
2022-04-01,370985.0,충청북도,11322.0,0.0,11322.0,0.0
2022-04-02,390468.0,충청북도,9326.0,0.0,9324.0,2.0
2022-04-03,399245.0,충청북도,8777.0,0.0,8776.0,1.0
2022-04-04,403201.0,충청북도,3956.0,0.0,3956.0,0.0
2022-04-05,412619.0,충청북도,9424.0,0.0,9424.0,0.0
2022-04-06,422885.0,충청북도,10267.0,0.0,10264.0,3.0
2022-04-07,431107.0,충청북도,8222.0,0.0,8220.0,2.0
2022-04-08,438455.0,충청북도,7357.0,0.0,7357.0,0.0
2022-04-09,438455.0,충청북도,7357.0,0.0,7357.0,0.0
2022-04-10,438455.0,충청북도,7357.0,0.0,7357.0,0.0
2022-04-11,438455.0,충청북도,7357.0,0.0,7357.0,0.0
2022-04-12,438455.0,충청북도,7357.0,0.0,7357.0,0.0
2022-04-13,469524.0,충청북도,7407.0,0.0,7407.0,0.0
2022-04-14,469524.0,충청북도,7407.0,0.0,7407.0,0.0
2022-04-15,479696.0,충청북도,4637.0,0.0,4637.0,0.0
2022-04-16,483847.0,충청북도,4151.0,0.0,4149.0,2.0
2022-04-17,487408.0,충청북도,3561.0,0.0,3558.0,3.0
2022-04-18,487408.0,충청북도,3561.0,0.0,3558.0,3.0
2022-04-19,487408.0,충청북도,3561.0,0.0,3558.0,3.0
2022-04-20,487408.0,충청북도,3561.0,0.0,3558.0,3.0
2022-04-21,501007.0,충청북도,3509.0,0.0,3507.0,2.0
2022-04-22,501007.0,충청북도,3509.0,0.0,3507.0,2.0
2022-04-23,506793.0,충청북도,2732.0,0.0,2728.0,4.0
2022-04-24,506793.0,충청북도,2732.0,0.0,2728.0,4.0
2022-04-25,506793.0,충청북도,2732.0,0.0,2728.0,4.0
2022-04-26,513381.0,충청북도,2768.0,0.0,2767.0,1.0
2022-04-27,516306.0,충청북도,2926.0,0.0,2924.0,2.0
2022-04-28,518330.0,충청북도,2025.0,0.0,2022.0,3.0
2022-04-29,518330.0,충청북도,2025.0,0.0,2022.0,3.0
2022-04-30,521774.0,충청북도,1471.0,0.0,1471.0,0.0
2022-05-01,521774.0,충청북도,1471.0,0.0,1471.0,0.0
2022-05-02,521774.0,충청북도,1471.0,0.0,1471.0,0.0
2022-05-03,521774.0,충청북도,1471.0,0.0,1471.0,0.0
2022-05-04,521774.0,충청북도,1471.0,0.0,1471.0,0.0
2022-05-05,529217.0,충청북도,1507.0,0.0,1505.0,2.0
2022-05-06,529217.0,충청북도,1507.0,0.0,1505.0,2.0
2022-05-07,529217.0,충청북도,1507.0,0.0,1505.0,2.0
2022-05-08,529217.0,충청북도,1507.0,0.0,1505.0,2.0
2022-05-09,533996.0,충청북도,701.0,0.0,699.0,2.0
2022-05-10,533996.0,충청북도,701.0,0.0,699.0,2.0
2022-05-11,533996.0,충청북도,701.0,0.0,699.0,2.0
2022-05-12,538858.0,충청북도,1400.0,0.0,1398.0,2.0
2022-05-13,538858.0,충청북도,1400.0,0.0,1398.0,2.0
2022-05-14,541063.0,충청북도,1086.0,0.0,1081.0,5.0
2022-05-15,541063.0,충청북도,1086.0,0.0,1081.0,5.0
2022-05-16,542569.0,충청북도,453.0,0.0,452.0,1.0
2022-05-17,543757.0,충청북도,1189.0,0.0,1186.0,3.0
2022-05-18,543757.0,충청북도,1189.0,0.0,1186.0,3.0
2022-05-19,545883.0,충청북도,1022.0,0.0,1020.0,2.0
2022-05-20,546791.0,충청북도,909.0,0.0,905.0,4.0
2022-05-21,547584.0,충청북도,795.0,0.0,794.0,1.0
2022-05-22,547584.0,충청북도,795.0,0.0,794.0,1.0
2022-05-23,548585.0,충청북도,330.0,0.0,329.0,1.0
2022-05-24,548585.0,충청북도,330.0,0.0,329.0,1.0
2022-05-25,548585.0,충청북도,330.0,0.0,329.0,1.0
2022-05-26,548585.0,충청북도,330.0,0.0,329.0,1.0
2022-05-27,548585.0,충청북도,330.0,0.0,329.0,1.0
2022-05-28,552013.0,충청북도,488.0,0.0,485.0,3.0
2022-05-29,552470.0,충청북도,457.0,0.0,456.0,1.0
2022-05-30,552684.0,충청북도,214.0,0.0,212.0,2.0
2022-05-31,552684.0,충청북도,214.0,0.0,212.0,2.0
2022-06-01,552684.0,충청북도,214.0,0.0,212.0,2.0
2022-06-02,554246.0,충청북도,336.0,0.0,332.0,4.0
2022-06-03,554246.0,충청북도,336.0,0.0,332.0,4.0
2022-06-04,555058.0,충청북도,398.0,0.0,396.0,2.0
2022-06-05,555058.0,충청북도,398.0,0.0,396.0,2.0
2022-06-06,555058.0,충청북도,398.0,0.0,396.0,2.0
2022-06-07,555808.0,충청북도,245.0,0.0,243.0,2.0
2022-06-08,556208.0,충청북도,401.0,0.0,394.0,7.0
2022-06-09,556208.0,충청북도,401.0,0.0,394.0,7.0
2022-06-10,556208.0,충청북도,401.0,0.0,394.0,7.0
2022-06-11,557267.0,충청북도,304.0,0.0,294.0,10.0
2022-06-12,557267.0,충청북도,304.0,0.0,294.0,10.0
2022-06-13,557615.0,충청북도,102.0,0.0,98.0,4.0
2022-06-14,557615.0,충청북도,102.0,0.0,98.0,4.0
2022-06-15,558248.0,충청북도,323.0,0.0,316.0,7.0
2022-06-16,558248.0,충청북도,323.0,0.0,316.0,7.0
2022-06-17,558681.0,충청북도,188.0,0.0,181.0,7.0
2022-06-18,558883.0,충청북도,202.0,0.0,201.0,1.0
2022-06-19,558883.0,충청북도,202.0,0.0,201.0,1.0
2022-06-20,558883.0,충청북도,202.0,0.0,201.0,1.0
2022-06-21,559395.0,충청북도,235.0,0.0,231.0,4.0
2022-06-22,559618.0,충청북도,223.0,0.0,215.0,8.0
2022-06-23,559618.0,충청북도,223.0,0.0,215.0,8.0
2022-06-24,560008.0,충청북도,178.0,0.0,176.0,2.0
2022-06-25,560008.0,충청북도,178.0,0.0,176.0,2.0
2022-06-26,560008.0,충청북도,178.0,0.0,176.0,2.0
2022-06-27,560443.0,충청북도,85.0,0.0,80.0,5.0
2022-06-28,560663.0,충청북도,221.0,0.0,217.0,4.0
2022-06-29,560894.0,충청북도,231.0,0.0,209.0,22.0
2022-06-30,561112.0,충청북도,218.0,0.0,208.0,10.0
2022-07-01,561376.0,충청북도,264.0,0.0,253.0,11.0
2022-07-02,561641.0,충청북도,265.0,0.0,253.0,12.0
2022-07-03,561856.0,충청북도,215.0,0.0,209.0,6.0
2022-07-04,562022.0,충청북도,166.0,0.0,160.0,6.0
2022-07-05,562022.0,충청북도,166.0,0.0,160.0,6.0
2022-07-06,562922.0,충청북도,488.0,0.0,467.0,21.0
2022-07-07,563363.0,충청북도,441.0,0.0,430.0,11.0
2022-07-08,563857.0,충청북도,494.0,0.0,487.0,7.0
2022-07-09,564423.0,충청북도,567.0,0.0,559.0,8.0
2022-07-10,564985.0,충청북도,562.0,0.0,550.0,12.0
2022-07-11,565302.0,충청북도,317.0,0.0,313.0,4.0
2022-07-12,566278.0,충청북도,977.0,0.0,967.0,10.0
2022-07-13,567346.0,충청북도,1069.0,0.0,1032.0,37.0
2022-07-14,568390.0,충청북도,1044.0,0.0,1032.0,12.0
2022-07-15,569431.0,충청북도,1041.0,0.0,1030.0,11.0
2022-07-16,570712.0,충청북도,1283.0,0.0,1273.0,10.0
2022-07-17,571991.0,충청북도,1279.0,0.0,1261.0,18.0
2022-07-18,572708.0,충청북도,717.0,0.0,702.0,15.0
2022-07-19,574694.0,충청북도,1987.0,0.0,1975.0,12.0
2022-07-20,576902.0,충청북도,2210.0,0.0,2187.0,23.0
2022-07-21,578795.0,충청북도,1893.0,0.0,1881.0,12.0
2022-07-22,580964.0,충청북도,2169.0,0.0,2151.0,18.0
2022-07-23,583104.0,충청북도,2140.0,0.0,2125.0,15.0
2022-07-24,585361.0,충청북도,2257.0,0.0,2238.0,19.0
2022-07-25,586620.0,충청북도,1259.0,0.0,1241.0,18.0
2022-07-26,589628.0,충청북도,3008.0,0.0,2993.0,15.0
2022-07-27,592867.0,충청북도,3242.0,0.0,3203.0,39.0
2022-07-28,595770.0,충청북도,2905.0,0.0,2881.0,24.0
2022-07-29,598347.0,충청북도,2578.0,0.0,2557.0,21.0
2022-07-30,601127.0,충청북도,2781.0,0.0,2762.0,19.0
2022-07-31,603670.0,충청북도,2543.0,0.0,2528.0,15.0
2022-08-01,605115.0,충청북도,1445.0,0.0,1417.0,28.0
2022-08-02,608437.0,충청북도,3323.0,0.0,3293.0,30.0
2022-08-03,612390.0,충청북도,3954.0,0.0,3916.0,38.0
2022-08-04,616012.0,충청북도,3622.0,0.0,3598.0,24.0
2022-08-05,619763.0,충청북도,3754.0,0.0,3718.0,36.0
2022-08-06,623675.0,충청북도,3913.0,0.0,3891.0,22.0
2022-08-07,627331.0,충청북도,3656.0,0.0,3637.0,19.0
2022-08-08,629292.0,충청북도,1961.0,0.0,1928.0,33.0
2022-08-09,634391.0,충청북도,5100.0,0.0,5074.0,26.0
2022-08-10,639739.0,충청북도,5349.0,0.0,5324.0,25.0
2022-08-11,644376.0,충청북도,4639.0,0.0,4609.0,30.0
2022-08-12,648612.0,충청북도,4239.0,0.0,4221.0,18.0
2022-08-13,652788.0,충청북도,4178.0,0.0,4161.0,17.0
2022-08-14,657087.0,충청북도,4299.0,0.0,4269.0,30.0
2022-08-15,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-16,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-17,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-18,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-19,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-20,659329.0,충청북도,2242.0,0.0,2229.0,13.0
2022-08-21,687332.0,충청북도,3794.0,0.0,3777.0,17.0
2022-08-22,689358.0,충청북도,2026.0,0.0,2014.0,12.0
2022-08-23,694053.0,충청북도,4695.0,0.0,4681.0,14.0
2022-08-24,698748.0,충청북도,4699.0,0.0,4672.0,27.0
2022-08-25,702559.0,충청북도,3811.0,0.0,3797.0,14.0
2022-08-26,705964.0,충청북도,3406.0,0.0,3393.0,13.0
2022-08-27,709420.0,충청북도,3456.0,0.0,3439.0,17.0
2022-08-28,712399.0,충청북도,2979.0,0.0,2964.0,15.0
2022-08-29,714016.0,충청북도,1617.0,0.0,1601.0,16.0
2022-08-30,717798.0,충청북도,3789.0,0.0,3771.0,18.0
2022-08-31,721804.0,충청북도,4006.0,0.0,3985.0,21.0
2022-09-01,724823.0,충청북도,3022.0,0.0,3008.0,14.0
2022-09-02,724823.0,충청북도,3022.0,0.0,3008.0,14.0
2022-09-03,724823.0,충청북도,3022.0,0.0,3008.0,14.0
2022-09-04,733366.0,충청북도,2646.0,0.0,2627.0,19.0
2022-09-05,734731.0,충청북도,1365.0,0.0,1349.0,16.0
2022-09-06,738254.0,충청북도,3524.0,0.0,3507.0,17.0
2022-09-07,741402.0,충청북도,3148.0,0.0,3137.0,11.0
2022-09-08,743884.0,충청북도,2482.0,0.0,2470.0,12.0
2022-09-09,746358.0,충청북도,2474.0,0.0,2460.0,14.0
2022-09-10,748194.0,충청북도,1836.0,0.0,1816.0,20.0
2022-09-11,749311.0,충청북도,1117.0,0.0,1113.0,4.0
2022-09-12,750673.0,충청북도,1362.0,0.0,1353.0,9.0
2022-09-13,752626.0,충청북도,1953.0,0.0,1946.0,7.0
2022-09-14,755791.0,충청북도,3166.0,0.0,3143.0,23.0
2022-09-15,758483.0,충청북도,2692.0,0.0,2673.0,19.0
2022-09-16,760209.0,충청북도,1728.0,0.0,1717.0,11.0
2022-09-17,761759.0,충청북도,1553.0,0.0,1537.0,16.0
2022-09-18,763012.0,충청북도,1253.0,0.0,1246.0,7.0
2022-09-19,763692.0,충청북도,680.0,0.0,674.0,6.0
2022-09-20,765103.0,충청북도,1416.0,0.0,1404.0,12.0
2022-09-21,766559.0,충청북도,1456.0,0.0,1429.0,27.0
2022-09-22,767715.0,충청북도,1157.0,0.0,1147.0,10.0
2022-09-23,768692.0,충청북도,978.0,0.0,968.0,10.0
2022-09-24,769673.0,충청북도,981.0,0.0,960.0,21.0
2022-09-25,770579.0,충청북도,906.0,0.0,893.0,13.0
2022-09-26,770579.0,충청북도,906.0,0.0,893.0,13.0
2022-09-27,772205.0,충청북도,1155.0,0.0,1147.0,8.0
2022-09-28,773407.0,충청북도,1202.0,0.0,1190.0,12.0
2022-09-29,774396.0,충청북도,990.0,0.0,980.0,10.0
2022-09-30,775343.0,충청북도,947.0,0.0,939.0,8.0
2022-10-01,776166.0,충청북도,823.0,0.0,812.0,11.0
2022-10-02,776957.0,충청북도,791.0,0.0,778.0,13.0
2022-10-03,777340.0,충청북도,383.0,0.0,378.0,5.0
2022-10-04,777839.0,충청북도,499.0,0.0,498.0,1.0
2022-10-05,778927.0,충청북도,1088.0,0.0,1087.0,1.0
2022-10-06,779965.0,충청북도,1039.0,0.0,1039.0,0.0
2022-10-07,780742.0,충청북도,777.0,0.0,776.0,1.0
2022-10-08,781410.0,충청북도,668.0,0.0,666.0,2.0
2022-10-09,782049.0,충청북도,639.0,0.0,636.0,3.0
2022-10-10,782398.0,충청북도,349.0,0.0,349.0,0.0
2022-10-11,782917.0,충청북도,519.0,0.0,518.0,1.0
2022-10-12,783859.0,충청북도,944.0,0.0,944.0,0.0
2022-10-13,784897.0,충청북도,1038.0,0.0,1036.0,2.0
2022-10-14,785675.0,충청북도,778.0,0.0,775.0,3.0
2022-10-15,786449.0,충청북도,774.0,0.0,772.0,2.0
2022-10-16,787098.0,충청북도,649.0,0.0,647.0,2.0
2022-10-17,787410.0,충청북도,312.0,0.0,312.0,0.0
2022-10-18,788346.0,충청북도,936.0,0.0,933.0,3.0
2022-10-19,789282.0,충청북도,936.0,0.0,934.0,2.0
2022-10-20,790011.0,충청북도,731.0,0.0,729.0,2.0
2022-10-21,790780.0,충청북도,769.0,0.0,769.0,0.0
2022-10-22,791520.0,충청북도,740.0,0.0,740.0,0.0
2022-10-23,792231.0,충청북도,711.0,0.0,710.0,1.0
2022-10-24,792745.0,충청북도,514.0,0.0,514.0,0.0
2022-10-25,794114.0,충청북도,1369.0,0.0,1368.0,1.0
2022-10-26,795432.0,충청북도,1318.0,0.0,1317.0,1.0
2022-10-27,796507.0,충청북도,1075.0,0.0,1074.0,1.0
2022-10-28,797644.0,충청북도,1137.0,0.0,1136.0,1.0
2022-10-29,798852.0,충청북도,1209.0,0.0,1209.0,0.0
2022-10-30,800139.0,충청북도,1287.0,0.0,1286.0,1.0
2022-10-31,800772.0,충청북도,633.0,0.0,631.0,2.0
2022-11-01,802584.0,충청북도,1813.0,0.0,1812.0,1.0
2022-11-02,804567.0,충청북도,1984.0,0.0,1983.0,1.0
2022-11-03,806188.0,충청북도,1622.0,0.0,1621.0,1.0
2022-11-04,807676.0,충청북도,1490.0,0.0,1490.0,0.0
2022-11-05,809082.0,충청북도,1407.0,0.0,1407.0,0.0
2022-11-06,810504.0,충청북도,1422.0,0.0,1419.0,3.0
2022-11-07,811140.0,충청북도,636.0,0.0,636.0,0.0
2022-11-08,813062.0,충청북도,1922.0,0.0,1922.0,0.0
2022-11-09,815353.0,충청북도,2291.0,0.0,2291.0,0.0
2022-11-10,817344.0,충청북도,1991.0,0.0,1991.0,0.0
2022-11-11,819185.0,충청북도,1841.0,0.0,1841.0,0.0
2022-11-12,821042.0,충청북도,1858.0,0.0,1857.0,1.0
2022-11-13,822726.0,충청북도,1684.0,0.0,1684.0,0.0
2022-11-14,823635.0,충청북도,909.0,0.0,909.0,0.0
2022-11-15,825788.0,충청북도,2153.0,0.0,2153.0,0.0
2022-11-16,828094.0,충청북도,2306.0,0.0,2306.0,0.0
2022-11-17,829932.0,충청북도,1838.0,0.0,1838.0,0.0
2022-11-18,831577.0,충청북도,1645.0,0.0,1644.0,1.0
2022-11-19,833210.0,충청북도,1638.0,0.0,1634.0,4.0
2022-11-20,834814.0,충청북도,1604.0,0.0,1603.0,1.0
2022-11-21,835499.0,충청북도,685.0,0.0,685.0,0.0
2022-11-22,837572.0,충청북도,2073.0,0.0,2073.0,0.0
2022-11-23,840030.0,충청북도,2458.0,0.0,2458.0,0.0
2022-11-24,840030.0,충청북도,1902.0,0.0,1902.0,0.0
2022-11-25,843564.0,충청북도,1632.0,0.0,1632.0,0.0
2022-11-26,845327.0,충청북도,1767.0,0.0,1767.0,0.0
2022-11-27,846831.0,충청북도,1504.0,0.0,1504.0,0.0
2022-11-28,847556.0,충청북도,725.0,0.0,724.0,1.0
2022-11-29,849518.0,충청북도,1962.0,0.0,1962.0,0.0
2022-11-30,851765.0,충청북도,2247.0,0.0,2245.0,2.0
2022-12-01,853584.0,충청북도,1819.0,0.0,1819.0,0.0
2022-12-02,855269.0,충청북도,1685.0,0.0,1685.0,0.0
2022-12-03,856995.0,충청북도,1727.0,0.0,1727.0,0.0
2022-12-04,858610.0,충청북도,1615.0,0.0,1615.0,0.0
2022-12-05,859357.0,충청북도,747.0,0.0,746.0,1.0
2022-12-06,861415.0,충청북도,2058.0,0.0,2056.0,2.0
2022-12-07,863953.0,충청북도,2538.0,0.0,2537.0,1.0
2022-12-08,866128.0,충청북도,2175.0,0.0,2175.0,0.0
2022-12-09,868027.0,충청북도,1899.0,0.0,1899.0,0.0
2022-12-10,870091.0,충청북도,2070.0,0.0,2070.0,0.0
2022-12-11,872028.0,충청북도,1937.0,0.0,1937.0,0.0
2022-12-12,872839.0,충청북도,811.0,0.0,810.0,1.0
2022-12-13,875153.0,충청북도,2314.0,0.0,2313.0,1.0
2022-12-14,877887.0,충청북도,2734.0,0.0,2732.0,2.0
2022-12-15,877887.0,충청북도,2734.0,0.0,2732.0,2.0
2022-12-16,881970.0,충청북도,2004.0,0.0,2004.0,0.0
2022-12-17,884139.0,충청북도,2177.0,0.0,2177.0,0.0
2022-12-18,885942.0,충청북도,1803.0,0.0,1803.0,0.0
2022-12-19,886984.0,충청북도,1042.0,0.0,1041.0,1.0
2022-12-20,889286.0,충청북도,2302.0,0.0,2301.0,1.0
2022-12-21,892327.0,충청북도,3041.0,0.0,3041.0,0.0
2022-12-22,894622.0,충청북도,2295.0,0.0,2295.0,0.0
2022-12-23,896558.0,충청북도,1936.0,0.0,1936.0,0.0
2022-12-24,898575.0,충청북도,2021.0,0.0,2018.0,3.0
2022-12-25,900403.0,충청북도,1828.0,0.0,1827.0,1.0
2022-12-26,901184.0,충청북도,781.0,0.0,780.0,1.0
2022-12-27,903347.0,충청북도,2163.0,0.0,2163.0,0.0
2022-12-28,906103.0,충청북도,2756.0,0.0,2755.0,1.0
2022-12-29,908476.0,충청북도,2373.0,0.0,2372.0,1.0
2022-12-30,910483.0,충청북도,2007.0,0.0,2006.0,1.0
2022-12-31,912347.0,충청북도,1865.0,0.0,1865.0,0.0
2022-01-01,4661.0,제주특별자치도,23.0,4446.0,22.0,1.0
2022-01-02,4680.0,제주특별자치도,19.0,4464.0,18.0,1.0
2022-01-03,4708.0,제주특별자치도,28.0,4486.0,27.0,1.0
2022-01-04,4726.0,제주특별자치도,18.0,4502.0,17.0,1.0
2022-01-05,4769.0,제주특별자치도,43.0,4531.0,43.0,0.0
2022-01-06,4788.0,제주특별자치도,19.0,4544.0,16.0,3.0
2022-01-07,4798.0,제주특별자치도,10.0,4549.0,8.0,2.0
2022-01-08,4807.0,제주특별자치도,9.0,4583.0,6.0,3.0
2022-01-09,4818.0,제주특별자치도,11.0,4604.0,8.0,3.0
2022-01-10,4831.0,제주특별자치도,13.0,4624.0,8.0,5.0
2022-01-11,4846.0,제주특별자치도,15.0,4645.0,13.0,2.0
2022-01-12,4851.0,제주특별자치도,5.0,4663.0,4.0,1.0
2022-01-13,4858.0,제주특별자치도,7.0,4687.0,7.0,0.0
2022-01-14,4864.0,제주특별자치도,6.0,4687.0,3.0,3.0
2022-01-15,4877.0,제주특별자치도,13.0,4754.0,10.0,3.0
2022-01-16,4885.0,제주특별자치도,8.0,4773.0,5.0,3.0
2022-01-17,4897.0,제주특별자치도,12.0,4783.0,12.0,0.0
2022-01-18,4900.0,제주특별자치도,3.0,4792.0,2.0,1.0
2022-01-19,4913.0,제주특별자치도,13.0,4804.0,8.0,5.0
2022-01-20,4923.0,제주특별자치도,10.0,4817.0,9.0,1.0
2022-01-21,4938.0,제주특별자치도,15.0,4833.0,10.0,5.0
2022-01-22,4955.0,제주특별자치도,18.0,4838.0,17.0,1.0
2022-01-23,4982.0,제주특별자치도,27.0,4845.0,23.0,4.0
2022-01-24,5002.0,제주특별자치도,20.0,4851.0,15.0,5.0
2022-01-25,5034.0,제주특별자치도,32.0,4864.0,30.0,2.0
2022-01-26,5087.0,제주특별자치도,53.0,4872.0,51.0,2.0
2022-01-27,5159.0,제주특별자치도,72.0,4884.0,69.0,3.0
2022-01-28,5203.0,제주특별자치도,44.0,4899.0,44.0,0.0
2022-01-29,5279.0,제주특별자치도,76.0,4921.0,74.0,2.0
2022-01-30,5348.0,제주특별자치도,69.0,4934.0,67.0,2.0
2022-01-31,5422.0,제주특별자치도,74.0,4951.0,71.0,3.0
2022-02-01,5508.0,제주특별자치도,86.0,4963.0,86.0,0.0
2022-02-02,5630.0,제주특별자치도,122.0,4983.0,120.0,2.0
2022-02-03,5799.0,제주특별자치도,169.0,5073.0,168.0,1.0
2022-02-04,6011.0,제주특별자치도,212.0,5116.0,207.0,5.0
2022-02-05,6259.0,제주특별자치도,248.0,5167.0,247.0,1.0
2022-02-06,6544.0,제주특별자치도,285.0,5228.0,285.0,0.0
2022-02-07,6544.0,제주특별자치도,369.0,6913.0,368.0,1.0
2022-02-08,7295.0,제주특별자치도,382.0,5361.0,382.0,0.0
2022-02-09,7706.0,제주특별자치도,412.0,5443.0,412.0,0.0
2022-02-10,8154.0,제주특별자치도,448.0,5692.0,448.0,0.0
2022-02-11,8630.0,제주특별자치도,476.0,5931.0,474.0,2.0
2022-02-12,9133.0,제주특별자치도,503.0,6299.0,503.0,0.0
2022-02-13,9687.0,제주특별자치도,554.0,6624.0,552.0,2.0
2022-02-14,10195.0,제주특별자치도,509.0,6990.0,509.0,0.0
2022-02-15,10746.0,제주특별자치도,551.0,7330.0,551.0,0.0
2022-02-16,11669.0,제주특별자치도,924.0,7982.0,924.0,0.0
2022-02-17,12551.0,제주특별자치도,882.0,8470.0,882.0,0.0
2022-02-18,13665.0,제주특별자치도,1114.0,8470.0,1114.0,0.0
2022-02-19,14871.0,제주특별자치도,1206.0,9556.0,1205.0,1.0
2022-02-20,16102.0,제주특별자치도,1231.0,10083.0,1231.0,0.0
2022-02-21,17182.0,제주특별자치도,1081.0,10636.0,1081.0,0.0
2022-02-22,18482.0,제주특별자치도,1301.0,11681.0,1301.0,0.0
2022-02-23,20244.0,제주특별자치도,1762.0,11681.0,1762.0,0.0
2022-02-24,21744.0,제주특별자치도,1505.0,13608.0,1505.0,0.0
2022-02-25,23806.0,제주특별자치도,2062.0,14677.0,2062.0,0.0
2022-02-26,25723.0,제주특별자치도,1917.0,15597.0,1916.0,1.0
2022-02-27,27890.0,제주특별자치도,2167.0,15597.0,2165.0,2.0
2022-02-28,29696.0,제주특별자치도,1806.0,15597.0,1806.0,0.0
2022-03-01,31969.0,제주특별자치도,2273.0,19567.0,2273.0,0.0
2022-03-02,34176.0,제주특별자치도,2207.0,19567.0,2207.0,0.0
2022-03-03,37470.0,제주특별자치도,3294.0,21510.0,3294.0,0.0
2022-03-04,40869.0,제주특별자치도,3399.0,25650.0,3399.0,0.0
2022-03-05,44154.0,제주특별자치도,3285.0,27683.0,3285.0,0.0
2022-03-06,47842.0,제주특별자치도,3691.0,27683.0,3691.0,0.0
2022-03-07,51075.0,제주특별자치도,3233.0,27683.0,3233.0,0.0
2022-03-08,54129.0,제주특별자치도,3054.0,33336.0,3054.0,0.0
2022-03-09,57987.0,제주특별자치도,3858.0,36235.0,3858.0,0.0
2022-03-10,62910.0,제주특별자치도,4923.0,36235.0,4923.0,0.0
2022-03-11,67199.0,제주특별자치도,4289.0,39852.0,4289.0,0.0
2022-03-12,72390.0,제주특별자치도,5191.0,47281.0,5191.0,0.0
2022-03-13,78593.0,제주특별자치도,6203.0,47281.0,6203.0,0.0
2022-03-14,83420.0,제주특별자치도,4827.0,47281.0,4827.0,0.0
2022-03-15,87320.0,제주특별자치도,3900.0,53369.0,3900.0,0.0
2022-03-16,95002.0,제주특별자치도,7682.0,58303.0,7680.0,2.0
2022-03-17,99146.0,제주특별자치도,4144.0,66937.0,4144.0,0.0
2022-03-18,103558.0,제주특별자치도,4412.0,72786.0,4412.0,0.0
2022-03-19,109951.0,제주특별자치도,6393.0,77750.0,6393.0,0.0
2022-03-20,116179.0,제주특별자치도,6228.0,77750.0,6228.0,0.0
2022-03-21,119471.0,제주특별자치도,3292.0,77750.0,3292.0,0.0
2022-03-22,122662.0,제주특별자치도,3191.0,94088.0,0.0,3191.0
2022-03-23,128233.0,제주특별자치도,5571.0,94088.0,5571.0,0.0
2022-03-24,133263.0,제주특별자치도,5030.0,100313.0,5030.0,0.0
2022-03-25,138052.0,제주특별자치도,4789.0,105275.0,0.0,4789.0
2022-03-26,142134.0,제주특별자치도,4082.0,115383.0,4082.0,0.0
2022-03-27,147144.0,제주특별자치도,5010.0,115383.0,5010.0,0.0
2022-03-28,150144.0,제주특별자치도,3000.0,115383.0,3000.0,0.0
2022-03-29,153473.0,제주특별자치도,3329.0,0.0,3329.0,0.0
2022-03-30,88.0,제주특별자치도,5744.0,0.0,5744.0,0.0
2022-03-31,164289.0,제주특별자치도,5074.0,0.0,5074.0,0.0
2022-04-01,168162.0,제주특별자치도,3873.0,0.0,3873.0,0.0
2022-04-02,171933.0,제주특별자치도,3771.0,0.0,3771.0,0.0
2022-04-03,175514.0,제주특별자치도,3581.0,0.0,3581.0,0.0
2022-04-04,177775.0,제주특별자치도,2261.0,0.0,2261.0,0.0
2022-04-05,180486.0,제주특별자치도,2711.0,0.0,2711.0,0.0
2022-04-06,180486.0,제주특별자치도,2711.0,0.0,2711.0,0.0
2022-04-07,187860.0,제주특별자치도,3215.0,0.0,3215.0,0.0
2022-04-08,190715.0,제주특별자치도,2855.0,0.0,2855.0,0.0
2022-04-09,193454.0,제주특별자치도,2739.0,0.0,2739.0,0.0
2022-04-10,193454.0,제주특별자치도,2739.0,0.0,2739.0,0.0
2022-04-11,197718.0,제주특별자치도,1711.0,0.0,1711.0,0.0
2022-04-12,197718.0,제주특별자치도,1711.0,0.0,1711.0,0.0
2022-04-13,197718.0,제주특별자치도,1711.0,0.0,1711.0,0.0
2022-04-14,197718.0,제주특별자치도,1711.0,0.0,1711.0,0.0
2022-04-15,197718.0,제주특별자치도,1711.0,0.0,1711.0,0.0
2022-04-16,207893.0,제주특별자치도,1619.0,0.0,1619.0,0.0
2022-04-17,207893.0,제주특별자치도,1619.0,0.0,1619.0,0.0
2022-04-18,207893.0,제주특별자치도,1619.0,0.0,1619.0,0.0
2022-04-19,207893.0,제주특별자치도,1619.0,0.0,1619.0,0.0
2022-04-20,212825.0,제주특별자치도,1398.0,0.0,1398.0,0.0
2022-04-21,214110.0,제주특별자치도,1285.0,0.0,1285.0,0.0
2022-04-22,214110.0,제주특별자치도,1285.0,0.0,1285.0,0.0
