areaNm,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes,touNum,avgTemp,AccumulateCovid19,increase
전라남도,2022-06-25,0,1,0,1,1,0,1,0,1,0,544348.0,25.6,600746.0,182.0
경상북도,2022-06-25,1,0,0,1,1,0,1,0,0,1,656134.5,23.7,790173.0,346.0
경상남도,2022-06-25,1,0,0,1,1,0,1,0,1,0,564252.5,24.8,1101417.0,405.0
제주특별자치도,2022-06-25,1,0,0,1,1,0,1,0,1,0,244366.5,27.4,238442.0,85.0
서울특별시,2022-06-26,1,0,0,1,1,0,1,0,1,0,1664663.0,26.5,3653647.0,1580.0
부산광역시,2022-06-26,1,0,0,1,1,0,1,0,1,0,482944.0,24.0,1103738.0,396.0
대구광역시,2022-06-26,1,0,0,1,1,0,1,0,1,0,341572.0,28.4,770754.0,384.0
인천광역시,2022-06-26,1,0,0,1,1,0,1,0,1,0,509939.5,25.1,1080566.0,372.0
광주광역시,2022-06-26,1,0,0,1,1,0,1,0,1,0,261593.5,27.3,536489.0,183.0
대전광역시,2022-06-26,1,0,0,1,1,0,1,0,0,1,246228.5,27.4,515547.0,204.0
울산광역시,2022-06-26,1,0,0,1,1,0,1,0,1,0,159824.0,27.2,384669.0,229.0
세종특별자치시,2022-06-26,1,0,0,1,1,0,1,0,1,0,75803.0,27.2,140144.0,76.0
경기도,2022-06-26,1,0,0,1,1,0,1,0,1,0,2047668.0,26.7,4974445.0,1862.0
강원도,2022-06-26,1,0,0,1,1,0,1,0,0,1,600789.0,26.3,523963.0,249.0
충청북도,2022-06-26,1,0,0,1,1,0,1,0,0,1,389452.0,25.0,560008.0,178.0
충청남도,2022-06-26,0,1,0,1,1,0,1,0,0,1,580720.0,25.1,720703.0,365.0
전라북도,2022-06-26,1,0,0,1,1,0,1,0,1,0,417459.0,28.1,604712.0,179.0
전라남도,2022-06-26,0,1,0,1,1,0,1,0,1,0,533708.0,26.9,600746.0,182.0
경상북도,2022-06-26,1,0,0,1,1,0,1,0,1,0,646170.0,24.4,790173.0,346.0
경상남도,2022-06-26,1,0,0,1,1,0,1,0,1,0,548432.5,26.5,1101417.0,405.0
제주특별자치도,2022-06-26,1,0,0,1,1,0,1,0,1,0,240817.5,30.0,238442.0,85.0
서울특별시,2022-06-27,1,0,1,0,1,0,1,0,0,1,1480717.0,26.8,3653647.0,1580.0
부산광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,349671.0,23.6,1103738.0,396.0
대구광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,274347.5,27.3,770754.0,384.0
인천광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,375452.0,25.8,1080566.0,372.0
광주광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,229897.5,27.3,536489.0,183.0
대전광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,187201.0,28.0,515547.0,204.0
울산광역시,2022-06-27,1,0,1,0,1,0,1,0,0,1,116189.5,25.2,384669.0,229.0
세종특별자치시,2022-06-27,1,0,1,0,1,0,1,0,0,1,68201.0,27.9,140144.0,76.0
경기도,2022-06-27,1,0,1,0,1,0,1,0,0,1,1520134.0,27.7,4974445.0,1862.0
강원도,2022-06-27,1,0,1,0,1,0,1,0,0,1,331548.0,26.4,524273.0,131.0
충청북도,2022-06-27,1,0,1,0,1,0,1,0,0,1,249683.0,25.1,560443.0,85.0
충청남도,2022-06-27,1,0,1,0,1,0,1,0,0,1,359611.0,26.3,721828.0,142.0
전라북도,2022-06-27,1,0,1,0,1,0,1,0,0,1,298154.5,28.1,604983.0,92.0
전라남도,2022-06-27,0,1,1,0,1,0,1,0,0,1,381573.5,26.7,600746.0,182.0
경상북도,2022-06-27,1,0,1,0,1,0,1,0,0,1,416290.0,23.8,790689.0,200.0
경상남도,2022-06-27,1,0,1,0,1,0,1,0,0,1,350028.0,25.6,1101417.0,405.0
제주특별자치도,2022-06-27,1,0,1,0,1,0,1,0,1,0,236148.5,30.5,238442.0,85.0
서울특별시,2022-06-28,1,0,1,0,1,0,1,0,0,1,1508475.5,26.9,3653647.0,1580.0
부산광역시,2022-06-28,1,0,1,0,1,0,1,0,0,1,352156.0,23.7,1103738.0,396.0
대구광역시,2022-06-28,1,0,1,0,1,0,1,0,0,1,279499.5,28.9,770754.0,384.0
인천광역시,2022-06-28,1,0,1,0,1,0,1,0,0,1,364497.0,25.1,1080566.0,372.0
광주광역시,2022-06-28,1,0,1,0,1,0,1,0,1,0,228998.0,27.7,537236.0,129.0
대전광역시,2022-06-28,1,0,1,0,1,0,1,0,1,0,192409.0,29.4,516544.0,221.0
울산광역시,2022-06-28,1,0,1,0,1,0,1,0,0,1,123879.0,27.2,385024.0,269.0
세종특별자치시,2022-06-28,1,0,1,0,1,0,1,0,1,0,71095.5,29.1,140467.0,52.0
경기도,2022-06-28,1,0,1,0,1,0,1,0,1,0,1521016.0,28.7,4981389.0,2583.0
강원도,2022-06-28,1,0,1,0,1,0,1,0,0,1,296698.5,26.6,524273.0,131.0
충청북도,2022-06-28,1,0,1,0,1,0,1,0,1,0,252966.0,27.3,560663.0,221.0
충청남도,2022-06-28,1,0,1,0,1,0,1,0,0,1,352324.0,26.0,722149.0,321.0
전라북도,2022-06-28,1,0,1,0,1,0,1,0,1,0,297206.0,28.7,604983.0,92.0
전라남도,2022-06-28,0,1,1,0,1,0,1,0,1,0,388524.5,26.9,600746.0,182.0
경상북도,2022-06-28,1,0,1,0,1,0,1,0,1,0,421708.0,25.7,791029.0,340.0
경상남도,2022-06-28,1,0,1,0,1,0,1,0,1,0,358904.0,26.3,1101417.0,405.0
제주특별자치도,2022-06-28,1,0,1,0,1,0,1,0,1,0,235032.0,30.5,238442.0,85.0
서울특별시,2022-06-29,1,0,1,0,1,0,1,0,0,1,1517757.5,25.1,3653647.0,1580.0
부산광역시,2022-06-29,1,0,1,0,1,0,1,0,0,1,355159.0,24.1,1105943.0,595.0
대구광역시,2022-06-29,1,0,1,0,1,0,1,0,1,0,280038.5,29.5,770754.0,384.0
인천광역시,2022-06-29,1,0,1,0,1,0,1,0,0,1,371231.0,23.7,1080566.0,372.0
광주광역시,2022-06-29,1,0,1,0,1,0,1,0,0,1,230181.0,26.5,537236.0,129.0
대전광역시,2022-06-29,1,0,1,0,1,0,1,0,0,1,189588.0,26.7,516544.0,221.0
울산광역시,2022-06-29,1,0,1,0,1,0,1,0,0,1,125223.0,26.8,385365.0,341.0
세종특별자치시,2022-06-29,1,0,1,0,1,0,1,0,0,1,67550.0,26.2,140467.0,52.0
경기도,2022-06-29,1,0,1,0,1,0,1,0,0,1,1509739.0,26.0,4981389.0,2583.0
강원도,2022-06-29,1,0,1,0,1,0,1,0,0,1,276619.0,25.6,524273.0,131.0
충청북도,2022-06-29,1,0,1,0,1,0,1,0,0,1,239018.5,24.9,560894.0,231.0
충청남도,2022-06-29,1,0,1,0,1,0,1,0,0,1,339937.5,24.2,722529.0,380.0
전라북도,2022-06-29,1,0,1,0,1,0,1,0,0,1,292411.0,27.7,604983.0,92.0
전라남도,2022-06-29,0,1,1,0,1,0,1,0,0,1,379193.5,26.4,601869.0,268.0
경상북도,2022-06-29,1,0,1,0,1,0,1,0,0,1,425064.5,25.3,791029.0,340.0
경상남도,2022-06-29,1,0,1,0,1,0,1,0,0,1,361557.0,26.0,1101417.0,405.0
제주특별자치도,2022-06-29,1,0,1,0,1,0,1,0,1,0,235039.0,30.2,238442.0,85.0
서울특별시,2022-06-30,1,0,1,0,1,0,1,0,0,1,1468705.0,22.3,3653647.0,1580.0
부산광역시,2022-06-30,1,0,1,0,1,0,1,0,1,0,368921.0,25.5,1105943.0,595.0
대구광역시,2022-06-30,1,0,1,0,1,0,1,0,1,0,281683.5,29.8,770754.0,384.0
인천광역시,2022-06-30,1,0,1,0,1,0,1,0,0,1,356916.0,22.6,1083459.0,506.0
광주광역시,2022-06-30,1,0,1,0,1,0,1,0,0,1,231343.0,27.1,537236.0,129.0
대전광역시,2022-06-30,1,0,1,0,1,0,1,0,0,1,193074.0,27.2,516544.0,221.0
울산광역시,2022-06-30,1,0,1,0,1,0,1,0,1,0,129496.5,27.9,385365.0,341.0
세종특별자치시,2022-06-30,1,0,1,0,1,0,1,0,0,1,68393.5,26.4,140467.0,52.0
경기도,2022-06-30,1,0,1,0,1,0,1,0,0,1,1457466.5,22.0,4981389.0,2583.0
강원도,2022-06-30,1,0,1,0,1,0,1,0,0,1,269052.0,22.2,524273.0,131.0
충청북도,2022-06-30,1,0,1,0,1,0,1,0,0,1,240663.5,22.1,561112.0,218.0
충청남도,2022-06-30,1,0,1,0,1,0,1,0,0,1,342401.5,25.0,722529.0,380.0
전라북도,2022-06-30,1,0,1,0,1,0,1,0,0,1,293657.0,27.8,604983.0,92.0
전라남도,2022-06-30,0,1,1,0,1,0,1,0,0,1,387198.0,27.4,601869.0,268.0
경상북도,2022-06-30,1,0,1,0,1,0,1,0,0,1,428197.0,23.1,791029.0,340.0
경상남도,2022-06-30,1,0,1,0,1,0,1,0,0,1,374206.0,26.8,1101417.0,405.0
제주특별자치도,2022-06-30,1,0,1,0,1,0,1,0,1,0,235406.5,28.7,238442.0,85.0
서울특별시,2022-07-01,1,0,1,0,1,0,1,0,1,0,1398099.5,26.6,3668271.0,2340.0
부산광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,334019.0,25.9,1107113.0,586.0
대구광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,245388.5,29.8,773119.0,423.0
인천광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,360948.0,25.6,1083934.0,475.0
광주광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,257537.0,28.2,537811.0,171.0
대전광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,190680.0,28.6,517252.0,209.0
울산광역시,2022-07-01,1,0,1,0,1,0,1,0,1,0,108706.5,27.4,385937.0,291.0
세종특별자치시,2022-07-01,1,0,1,0,1,0,1,0,1,0,65394.0,28.0,140672.0,55.0
경기도,2022-07-01,1,0,1,0,1,0,1,0,1,0,1384194.0,25.9,4988935.0,2463.0
강원도,2022-07-01,1,0,1,0,1,0,1,0,1,0,355925.5,26.1,525460.0,241.0
충청북도,2022-07-01,1,0,1,0,1,0,1,0,1,0,249389.0,25.9,561376.0,264.0
충청남도,2022-07-01,1,0,1,0,1,0,1,0,1,0,349930.0,26.5,723146.0,317.0
전라북도,2022-07-01,1,0,1,0,1,0,1,0,0,1,337263.5,28.3,606083.0,253.0
전라남도,2022-07-01,0,1,1,0,1,0,1,0,1,0,415366.0,27.5,601869.0,268.0
경상북도,2022-07-01,1,0,1,0,1,0,1,0,1,0,403865.0,24.8,792538.0,464.0
경상남도,2022-07-01,1,0,1,0,1,0,1,0,1,0,352282.0,26.9,1104299.0,557.0
제주특별자치도,2022-07-01,1,0,1,0,1,0,1,0,1,0,234132.5,28.3,239250.0,184.0
서울특별시,2022-07-02,1,0,0,1,1,0,1,0,1,0,1802668.0,28.8,3671044.0,2778.0
부산광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,472839.5,27.4,1107720.0,611.0
대구광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,334320.0,29.9,773488.0,369.0
인천광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,557217.5,26.5,1084459.0,525.0
광주광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,311468.5,28.5,537975.0,164.0
대전광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,271572.0,29.6,517526.0,274.0
울산광역시,2022-07-02,1,0,0,1,1,0,1,0,1,0,151644.5,28.0,386248.0,311.0
세종특별자치시,2022-07-02,1,0,0,1,1,0,1,0,1,0,85851.5,28.7,140751.0,79.0
경기도,2022-07-02,1,0,0,1,1,0,1,0,1,0,2029167.0,27.8,4991749.0,2819.0
강원도,2022-07-02,1,0,0,1,1,0,1,0,1,0,618548.0,27.2,525773.0,313.0
충청북도,2022-07-02,1,0,0,1,1,0,1,0,1,0,383621.0,26.2,561641.0,265.0
충청남도,2022-07-02,1,0,0,1,1,0,1,0,1,0,591843.0,26.8,723522.0,381.0
전라북도,2022-07-02,1,0,0,1,1,0,1,0,1,0,461072.5,28.5,606357.0,274.0
전라남도,2022-07-02,0,1,0,1,1,0,1,0,1,0,562114.0,27.5,602587.0,243.0
경상북도,2022-07-02,1,0,0,1,1,0,1,0,1,0,615076.0,26.1,793041.0,503.0
경상남도,2022-07-02,1,0,0,1,1,0,1,0,1,0,536067.0,27.2,1104875.0,576.0
제주특별자치도,2022-07-02,1,0,0,1,1,0,1,0,1,0,236638.5,27.6,239466.0,216.0
서울특별시,2022-07-03,1,0,0,1,1,0,1,0,1,0,1476926.5,29.3,3673484.0,2440.0
부산광역시,2022-07-03,1,0,0,1,1,0,1,0,1,0,431385.5,27.5,1107720.0,611.0
대구광역시,2022-07-03,1,0,0,1,1,0,1,0,0,1,292656.0,29.3,773782.0,294.0
인천광역시,2022-07-03,1,0,0,1,1,0,1,0,1,0,491886.5,27.1,1085025.0,566.0
광주광역시,2022-07-03,1,0,0,1,1,0,1,0,1,0,280721.0,28.9,538163.0,188.0
대전광역시,2022-07-03,1,0,0,1,1,0,1,0,0,1,227129.0,28.1,517767.0,241.0
울산광역시,2022-07-03,1,0,0,1,1,0,1,0,1,0,141424.5,27.5,386533.0,285.0
세종특별자치시,2022-07-03,1,0,0,1,1,0,1,0,0,1,74256.0,27.6,140821.0,70.0
경기도,2022-07-03,1,0,0,1,1,0,1,0,1,0,1858601.5,28.2,4994412.0,2663.0
강원도,2022-07-03,1,0,0,1,1,0,1,0,1,0,576887.5,28.3,526042.0,269.0
충청북도,2022-07-03,1,0,0,1,1,0,1,0,1,0,361679.5,27.0,561856.0,215.0
충청남도,2022-07-03,1,0,0,1,1,0,1,0,1,0,520775.5,27.5,723940.0,418.0
전라북도,2022-07-03,1,0,0,1,1,0,1,0,0,1,429348.5,28.1,606625.0,268.0
전라남도,2022-07-03,0,1,0,1,1,0,1,0,0,1,533088.5,28.0,602835.0,248.0
경상북도,2022-07-03,1,0,0,1,1,0,1,0,1,0,589190.0,26.0,793578.0,537.0
경상남도,2022-07-03,1,0,0,1,1,0,1,0,1,0,505890.0,27.9,1105463.0,588.0
제주특별자치도,2022-07-03,1,0,0,1,1,0,1,0,1,0,232085.0,28.6,239466.0,216.0
서울특별시,2022-07-04,1,0,1,0,1,0,1,0,1,0,1283576.0,29.3,3674645.0,1161.0
부산광역시,2022-07-04,1,0,1,0,1,0,1,0,1,0,287952.0,27.4,1108558.0,291.0
대구광역시,2022-07-04,1,0,1,0,1,0,1,0,1,0,228336.5,28.8,774035.0,253.0
인천광역시,2022-07-04,1,0,1,0,1,0,1,0,1,0,338254.0,27.3,1085373.0,348.0
광주광역시,2022-07-04,1,0,1,0,1,0,1,0,0,1,240870.0,27.2,538307.0,144.0
대전광역시,2022-07-04,1,0,1,0,1,0,1,0,1,0,159768.0,27.6,517980.0,213.0
울산광역시,2022-07-04,1,0,1,0,1,0,1,0,1,0,95417.0,27.2,386681.0,148.0
세종특별자치시,2022-07-04,1,0,1,0,1,0,1,0,1,0,55870.5,27.1,140878.0,57.0
경기도,2022-07-04,1,0,1,0,1,0,1,0,1,0,1304439.5,28.2,4996307.0,1895.0
강원도,2022-07-04,1,0,1,0,1,0,1,0,0,1,315567.0,27.8,526277.0,235.0
충청북도,2022-07-04,1,0,1,0,1,0,1,0,0,1,220517.5,26.7,562022.0,166.0
충청남도,2022-07-04,1,0,1,0,1,0,1,0,0,1,298581.5,26.7,724180.0,240.0
전라북도,2022-07-04,1,0,1,0,1,0,1,0,0,1,297507.0,27.4,606751.0,126.0
전라남도,2022-07-04,0,1,1,0,1,0,1,0,0,1,369246.5,27.3,602983.0,148.0
경상북도,2022-07-04,1,0,1,0,1,0,1,0,0,1,353713.5,24.9,793891.0,313.0
경상남도,2022-07-04,1,0,1,0,1,0,1,0,1,0,292750.5,27.1,1105795.0,332.0
제주특별자치도,2022-07-04,1,0,1,0,1,0,1,0,1,0,225820.0,28.0,239847.0,174.0
서울특별시,2022-07-05,1,0,1,0,1,0,1,0,1,0,1329842.5,29.2,3679421.0,4779.0
부산광역시,2022-07-05,1,0,1,0,1,0,1,0,0,1,288491.0,26.4,1109727.0,1169.0
대구광역시,2022-07-05,1,0,1,0,1,0,1,0,1,0,233695.0,28.8,774712.0,677.0
인천광역시,2022-07-05,1,0,1,0,1,0,1,0,1,0,341204.5,27.3,1086354.0,983.0
광주광역시,2022-07-05,1,0,1,0,1,0,1,0,0,1,242861.5,27.4,538587.0,280.0
대전광역시,2022-07-05,1,0,1,0,1,0,1,0,1,0,160989.5,28.2,518415.0,435.0
울산광역시,2022-07-05,1,0,1,0,1,0,1,0,1,0,98413.0,26.1,387146.0,465.0
세종특별자치시,2022-07-05,1,0,1,0,1,0,1,0,1,0,57813.0,27.6,140995.0,117.0
경기도,2022-07-05,1,0,1,0,1,0,1,0,0,1,1338022.0,27.5,5001197.0,4896.0
강원도,2022-07-05,1,0,1,0,1,0,1,0,0,1,298795.0,27.6,526808.0,532.0
충청북도,2022-07-05,1,0,1,0,1,0,1,0,1,0,222358.5,26.8,562022.0,166.0
충청남도,2022-07-05,1,0,1,0,1,0,1,0,1,0,299642.0,27.0,724765.0,585.0
전라북도,2022-07-05,1,0,1,0,1,0,1,0,0,1,297839.5,27.2,607152.0,401.0
전라남도,2022-07-05,0,1,1,0,1,0,1,0,1,0,372655.5,27.6,603368.0,385.0
경상북도,2022-07-05,1,0,1,0,1,0,1,0,1,0,359933.0,25.1,794547.0,657.0
경상남도,2022-07-05,1,0,1,0,1,0,1,0,1,0,301990.5,27.6,1106868.0,1074.0
제주특별자치도,2022-07-05,1,0,1,0,1,0,1,0,0,1,225995.0,28.2,240132.0,285.0
서울특별시,2022-07-06,1,0,1,0,1,0,1,0,0,1,1352389.5,29.5,3684190.0,4770.0
부산광역시,2022-07-06,1,0,1,0,1,0,1,0,1,0,297178.0,27.0,1110890.0,1164.0
대구광역시,2022-07-06,1,0,1,0,1,0,1,0,0,1,241451.0,28.5,775358.0,646.0
인천광역시,2022-07-06,1,0,1,0,1,0,1,0,1,0,348057.5,29.0,1087425.0,1071.0
광주광역시,2022-07-06,1,0,1,0,1,0,1,0,1,0,248342.5,29.1,538924.0,337.0
대전광역시,2022-07-06,1,0,1,0,1,0,1,0,1,0,162575.0,30.1,518868.0,453.0
울산광역시,2022-07-06,1,0,1,0,1,0,1,0,1,0,101055.5,26.7,387664.0,518.0
세종특별자치시,2022-07-06,1,0,1,0,1,0,1,0,0,1,61148.5,29.2,141148.0,153.0
경기도,2022-07-06,1,0,1,0,1,0,1,0,1,0,1352655.5,28.0,5006368.0,5174.0
강원도,2022-07-06,1,0,1,0,1,0,1,0,1,0,291084.5,28.5,527404.0,596.0
충청북도,2022-07-06,1,0,1,0,1,0,1,0,1,0,224105.0,27.0,562922.0,488.0
충청남도,2022-07-06,1,0,1,0,1,0,1,0,0,1,300828.5,28.8,725430.0,665.0
전라북도,2022-07-06,1,0,1,0,1,0,1,0,1,0,302172.5,29.8,607628.0,479.0
전라남도,2022-07-06,0,1,1,0,1,0,1,0,1,0,379326.5,28.7,603827.0,459.0
경상북도,2022-07-06,1,0,1,0,1,0,1,0,1,0,366362.5,25.5,795489.0,942.0
경상남도,2022-07-06,1,0,1,0,1,0,1,0,1,0,309998.5,27.7,1107933.0,1066.0
제주특별자치도,2022-07-06,1,0,1,0,1,0,1,0,1,0,234062.5,30.3,240513.0,381.0
서울특별시,2022-07-07,1,0,1,0,1,0,1,0,1,0,1364562.5,28.2,3688769.0,4580.0
부산광역시,2022-07-07,1,0,1,0,1,0,1,0,1,0,310520.0,27.5,1112045.0,1157.0
대구광역시,2022-07-07,1,0,1,0,1,0,1,0,1,0,247793.0,29.7,776016.0,658.0
인천광역시,2022-07-07,1,0,1,0,1,0,1,0,0,1,343056.0,27.6,1088406.0,983.0
광주광역시,2022-07-07,1,0,1,0,1,0,1,0,0,1,251636.0,28.8,539237.0,313.0
대전광역시,2022-07-07,1,0,1,0,1,0,1,0,0,1,168875.0,29.5,519356.0,488.0
울산광역시,2022-07-07,1,0,1,0,1,0,1,0,1,0,104979.0,28.6,388144.0,480.0
세종특별자치시,2022-07-07,1,0,1,0,1,0,1,0,0,1,60791.5,28.3,141259.0,111.0
경기도,2022-07-07,1,0,1,0,1,0,1,0,0,1,1355697.0,28.8,5011349.0,4983.0
강원도,2022-07-07,1,0,1,0,1,0,1,0,0,1,300216.0,28.2,527965.0,561.0
충청북도,2022-07-07,1,0,1,0,1,0,1,0,0,1,230272.0,27.1,563363.0,441.0
충청남도,2022-07-07,1,0,1,0,1,0,1,0,0,1,312515.0,27.8,726129.0,699.0
전라북도,2022-07-07,1,0,1,0,1,0,1,0,1,0,306988.5,30.0,608086.0,458.0
전라남도,2022-07-07,0,1,1,0,1,0,1,0,1,0,384965.0,28.8,604238.0,411.0
경상북도,2022-07-07,1,0,1,0,1,0,1,0,1,0,386235.5,25.9,796286.0,798.0
경상남도,2022-07-07,1,0,1,0,1,0,1,0,1,0,320684.0,28.1,1108904.0,971.0
제주특별자치도,2022-07-07,1,0,1,0,1,0,1,0,1,0,241139.5,31.8,240926.0,413.0
서울특별시,2022-07-08,1,0,1,0,1,0,1,0,0,1,1526381.5,25.8,3693368.0,4605.0
부산광역시,2022-07-08,1,0,1,0,1,0,1,0,0,1,353846.5,26.7,1113285.0,1240.0
대구광역시,2022-07-08,1,0,1,0,1,0,1,0,0,1,284088.0,28.5,776642.0,627.0
인천광역시,2022-07-08,1,0,1,0,1,0,1,0,1,0,399462.0,24.4,1089384.0,978.0
광주광역시,2022-07-08,1,0,1,0,1,0,1,0,0,1,280857.5,26.6,539599.0,362.0
대전광역시,2022-07-08,1,0,1,0,1,0,1,0,0,1,196434.0,27.6,519917.0,561.0
울산광역시,2022-07-08,1,0,1,0,1,0,1,0,1,0,116728.5,28.4,388634.0,490.0
세종특별자치시,2022-07-08,1,0,1,0,1,0,1,0,0,1,68337.5,26.9,141424.0,165.0
경기도,2022-07-08,1,0,1,0,1,0,1,0,0,1,1528943.5,26.7,5016754.0,5410.0
강원도,2022-07-08,1,0,1,0,1,0,1,0,0,1,404019.0,26.2,528451.0,486.0
충청북도,2022-07-08,1,0,1,0,1,0,1,0,0,1,271162.5,26.0,563857.0,494.0
충청남도,2022-07-08,1,0,1,0,1,0,1,0,0,1,371234.5,25.9,726901.0,772.0
전라북도,2022-07-08,1,0,1,0,1,0,1,0,0,1,348092.5,26.9,608629.0,544.0
전라남도,2022-07-08,0,1,1,0,1,0,1,0,0,1,420815.5,27.6,604618.0,380.0
경상북도,2022-07-08,1,0,1,0,1,0,1,0,0,1,438228.0,25.3,797045.0,759.0
경상남도,2022-07-08,0,1,1,0,1,0,1,0,0,1,366089.5,26.7,1109943.0,1039.0
제주특별자치도,2022-07-08,1,0,1,0,1,0,1,0,1,0,247950.5,29.5,241320.0,394.0
서울특별시,2022-07-09,1,0,0,1,1,0,1,0,0,1,1860400.5,26.9,3698267.0,4900.0
부산광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,482366.5,27.6,1114561.0,1280.0
대구광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,377632.5,28.7,777354.0,712.0
인천광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,597821.0,25.3,1090448.0,1067.0
광주광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,333018.0,27.0,539949.0,350.0
대전광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,270826.5,26.5,520417.0,504.0
울산광역시,2022-07-09,1,0,0,1,1,0,1,0,1,0,155603.0,27.1,389214.0,580.0
세종특별자치시,2022-07-09,1,0,0,1,1,0,1,0,1,0,90055.0,25.7,141600.0,176.0
경기도,2022-07-09,0,1,0,1,1,0,1,0,0,1,2149175.0,26.9,5022377.0,5629.0
강원도,2022-07-09,1,0,0,1,1,0,1,0,1,0,674387.0,27.9,528997.0,546.0
충청북도,2022-07-09,1,0,0,1,1,0,1,0,1,0,401544.5,25.9,564423.0,567.0
충청남도,2022-07-09,1,0,0,1,1,0,1,0,1,0,610872.5,27.1,727661.0,760.0
전라북도,2022-07-09,1,0,0,1,1,0,1,0,1,0,481376.0,26.5,609146.0,519.0
전라남도,2022-07-09,0,1,0,1,1,0,1,0,1,0,582844.5,27.8,605094.0,477.0
경상북도,2022-07-09,1,0,0,1,1,0,1,0,1,0,649243.0,24.9,797790.0,745.0
경상남도,2022-07-09,0,1,0,1,1,0,1,0,1,0,562597.0,27.5,1111037.0,1095.0
제주특별자치도,2022-07-09,1,0,0,1,1,0,1,0,1,0,250939.5,28.7,241686.0,366.0
서울특별시,2022-07-10,1,0,0,1,1,0,1,0,1,0,1548120.0,29.2,3703511.0,5244.0
부산광역시,2022-07-10,1,0,0,1,1,0,1,0,1,0,440576.5,26.4,1115858.0,1297.0
대구광역시,2022-07-10,1,0,0,1,1,0,1,0,1,0,329553.0,28.1,777842.0,488.0
인천광역시,2022-07-10,1,0,0,1,1,0,1,0,1,0,516652.5,26.7,1091379.0,931.0
광주광역시,2022-07-10,1,0,0,1,1,0,1,0,1,0,297612.0,28.2,540319.0,370.0
대전광역시,2022-07-10,1,0,0,1,1,0,1,0,0,1,225263.5,28.7,520941.0,524.0
울산광역시,2022-07-10,1,0,0,1,1,0,1,0,1,0,150048.5,25.7,389860.0,646.0
세종특별자치시,2022-07-10,1,0,0,1,1,0,1,0,0,1,71732.5,27.5,141796.0,196.0
경기도,2022-07-10,0,1,0,1,1,0,1,0,1,0,1986722.5,28.4,5027825.0,5448.0
강원도,2022-07-10,1,0,0,1,1,0,1,0,0,1,633972.5,28.9,529432.0,435.0
충청북도,2022-07-10,1,0,0,1,1,0,1,0,0,1,370898.5,26.3,564985.0,562.0
충청남도,2022-07-10,1,0,0,1,1,0,1,0,1,0,544953.5,27.6,728447.0,786.0
전라북도,2022-07-10,1,0,0,1,1,0,1,0,0,1,459553.5,28.1,609720.0,574.0
전라남도,2022-07-10,0,1,0,1,1,0,1,0,1,0,565008.5,28.0,605534.0,440.0
경상북도,2022-07-10,1,0,0,1,1,0,1,0,0,1,639250.5,25.0,798693.0,903.0
경상남도,2022-07-10,0,1,0,1,1,0,1,0,1,0,549892.0,27.3,1112098.0,1061.0
제주특별자치도,2022-07-10,1,0,0,1,1,0,1,0,1,0,245938.0,28.6,242178.0,492.0
서울특별시,2022-07-11,1,0,1,0,1,0,1,0,0,1,1367131.5,27.0,3706133.0,2622.0
부산광역시,2022-07-11,1,0,1,0,1,0,1,0,0,1,313320.0,24.8,1116484.0,626.0
대구광역시,2022-07-11,1,0,1,0,1,0,1,0,0,1,259539.0,26.4,778296.0,454.0
인천광역시,2022-07-11,1,0,1,0,1,0,1,0,1,0,362761.0,26.7,1092017.0,638.0
광주광역시,2022-07-11,1,0,1,0,1,0,1,0,0,1,254159.5,27.1,540586.0,267.0
대전광역시,2022-07-11,1,0,1,0,1,0,1,0,0,1,170149.0,25.1,521410.0,469.0
울산광역시,2022-07-11,1,0,1,0,1,0,1,0,0,1,103778.5,24.9,390191.0,331.0
세종특별자치시,2022-07-11,1,0,1,0,1,0,1,0,0,1,58646.0,24.5,141899.0,103.0
경기도,2022-07-11,0,1,1,0,1,0,1,0,0,1,1401158.5,24.8,5031812.0,3987.0
강원도,2022-07-11,1,0,1,0,1,0,1,0,0,1,336976.5,25.6,529745.0,313.0
충청북도,2022-07-11,1,0,1,0,1,0,1,0,0,1,227675.0,23.3,565302.0,317.0
충청남도,2022-07-11,1,0,1,0,1,0,1,0,0,1,316319.5,25.1,728893.0,446.0
