areaNm,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes,touNum,avgTemp,AccumulateCovid19,increase
울산광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,123266.5,1.0,37159.0,3231.0
세종특별자치시,2022-02-24,1,0,1,0,1,0,1,0,1,0,69947.5,-2.3,13909.0,1082.0
경기도,2022-02-24,1,0,1,0,1,0,1,0,1,0,1413758.5,-2.9,760412.0,51320.0
강원도,2022-02-24,1,0,1,0,1,0,1,0,1,0,285204.5,-4.1,47494.0,3121.0
충청북도,2022-02-24,1,0,1,0,1,0,1,0,1,0,230324.5,-6.0,53603.0,4356.0
충청남도,2022-02-24,1,0,1,0,1,0,1,0,1,0,326795.0,-2.7,81330.0,4987.0
전라북도,2022-02-24,1,0,1,0,1,0,1,0,1,0,187936.0,-1.3,60240.0,3916.0
전라남도,2022-02-24,1,0,1,0,1,0,1,0,1,0,263861.5,0.7,46464.0,3367.0
경상북도,2022-02-24,1,0,1,0,1,0,1,0,1,0,369691.0,-2.3,77149.0,5204.0
경상남도,2022-02-24,1,0,1,0,1,0,1,0,1,0,335860.0,0.2,105449.0,9215.0
제주특별자치도,2022-02-24,1,0,1,0,1,0,1,0,1,0,190704.5,3.4,21744.0,1505.0
서울특별시,2022-02-25,1,0,1,0,1,0,1,0,1,0,1387473.5,3.0,675993.0,35614.0
부산광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,351207.5,5.0,153248.0,12736.0
대구광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,230786.5,5.0,112580.0,6290.0
인천광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,353325.0,2.9,187855.0,12847.0
광주광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,155676.5,3.3,64911.0,4604.0
대전광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,195195.0,2.9,66479.0,4406.0
울산광역시,2022-02-25,1,0,1,0,1,0,1,0,1,0,125076.0,5.6,40691.0,3532.0
세종특별자치시,2022-02-25,1,0,1,0,1,0,1,0,1,0,71407.0,2.4,14973.0,1064.0
경기도,2022-02-25,1,0,1,0,1,0,0,1,1,0,1440274.5,1.5,808494.0,48082.0
강원도,2022-02-25,1,0,1,0,1,0,0,1,1,0,331628.5,0.6,50923.0,3429.0
충청북도,2022-02-25,1,0,1,0,1,0,0,1,1,0,242872.0,-0.8,57571.0,3968.0
충청남도,2022-02-25,1,0,1,0,1,0,1,0,1,0,345453.5,1.0,86514.0,5184.0
전라북도,2022-02-25,1,0,1,0,1,0,0,1,1,0,203493.5,2.7,64457.0,4217.0
전라남도,2022-02-25,1,0,1,0,1,0,1,0,1,0,282082.5,2.6,49997.0,3533.0
경상북도,2022-02-25,1,0,1,0,1,0,1,0,1,0,387768.5,0.7,82542.0,5393.0
경상남도,2022-02-25,1,0,1,0,1,0,1,0,1,0,353087.0,4.6,114348.0,8899.0
제주특별자치도,2022-02-25,1,0,1,0,1,0,1,0,1,0,190242.5,6.6,23806.0,2062.0
서울특별시,2022-02-26,1,0,0,1,1,0,1,0,0,1,1610294.0,5.4,712822.0,36829.0
부산광역시,2022-02-26,1,0,0,1,1,0,0,1,1,0,458332.0,7.7,166271.0,13023.0
대구광역시,2022-02-26,1,0,0,1,1,0,0,1,0,1,309417.5,6.8,119575.0,6995.0
인천광역시,2022-02-26,1,0,0,1,1,0,1,0,0,1,458769.5,4.1,199968.0,12113.0
광주광역시,2022-02-26,1,0,0,1,1,0,0,1,1,0,197183.0,6.0,69794.0,4883.0
대전광역시,2022-02-26,1,0,0,1,1,0,1,0,0,1,257197.5,6.8,70744.0,4266.0
울산광역시,2022-02-26,1,0,0,1,1,0,1,0,1,0,153296.5,7.8,43818.0,3128.0
세종특별자치시,2022-02-26,1,0,0,1,1,0,1,0,0,1,89722.5,6.1,15971.0,998.0
경기도,2022-02-26,1,0,0,1,1,0,1,0,0,1,1799007.0,5.6,856644.0,48150.0
강원도,2022-02-26,1,0,0,1,1,0,1,0,0,1,496524.0,4.9,54187.0,3264.0
충청북도,2022-02-26,1,0,0,1,1,0,1,0,0,1,320043.5,4.8,61363.0,3792.0
충청남도,2022-02-26,1,0,0,1,1,0,1,0,1,0,485296.0,4.6,91798.0,5284.0
전라북도,2022-02-26,1,0,0,1,1,0,1,0,0,1,291602.5,6.3,68617.0,4161.0
전라남도,2022-02-26,1,0,0,1,1,0,1,0,1,0,389683.0,5.1,53434.0,3437.0
경상북도,2022-02-26,1,0,0,1,1,0,0,1,0,1,551999.0,3.9,87847.0,5305.0
경상남도,2022-02-26,1,0,0,1,1,0,0,1,0,1,476371.0,5.3,122993.0,8645.0
제주특별자치도,2022-02-26,1,0,0,1,1,0,1,0,1,0,201152.0,9.8,25723.0,1917.0
서울특별시,2022-02-27,1,0,0,1,1,0,1,0,1,0,1406450.5,3.7,748173.0,35351.0
부산광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,446229.0,6.7,179948.0,13677.0
대구광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,285264.0,6.3,125731.0,6158.0
인천광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,442732.5,3.4,211101.0,11133.0
광주광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,175196.0,6.0,74067.0,4273.0
대전광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,234920.0,5.0,74792.0,4048.0
울산광역시,2022-02-27,1,0,0,1,1,0,1,0,1,0,151466.0,7.3,47133.0,3315.0
세종특별자치시,2022-02-27,1,0,0,1,1,0,1,0,1,0,78984.5,4.3,16892.0,921.0
경기도,2022-02-27,1,0,0,1,1,0,1,0,1,0,1757413.0,4.5,903445.0,46801.0
강원도,2022-02-27,1,0,0,1,1,0,1,0,1,0,529518.5,3.4,57567.0,3380.0
충청북도,2022-02-27,1,0,0,1,1,0,1,0,1,0,317236.5,2.2,65455.0,4092.0
충청남도,2022-02-27,1,0,0,1,1,0,1,0,1,0,493990.0,3.1,97761.0,5963.0
전라북도,2022-02-27,1,0,0,1,1,0,1,0,1,0,294455.0,4.7,72827.0,4216.0
전라남도,2022-02-27,1,0,0,1,1,0,1,0,1,0,405779.5,5.6,56847.0,3413.0
경상북도,2022-02-27,1,0,0,1,1,0,1,0,1,0,590919.0,2.6,93230.0,5383.0
경상남도,2022-02-27,1,0,0,1,1,0,1,0,1,0,486692.5,5.7,132240.0,9247.0
제주특별자치도,2022-02-27,1,0,0,1,1,0,0,1,1,0,198481.5,7.4,27890.0,2167.0
서울특별시,2022-02-28,1,0,1,0,1,0,1,0,1,0,1483380.5,6.8,776144.0,27973.0
부산광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,401247.0,9.8,192559.0,12617.0
대구광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,266238.0,7.0,131556.0,5825.0
인천광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,398303.5,5.6,221842.0,10741.0
광주광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,172588.5,7.6,78234.0,4167.0
대전광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,222474.0,6.9,78475.0,3683.0
울산광역시,2022-02-28,1,0,1,0,1,0,1,0,1,0,136888.5,9.0,49618.0,2485.0
세종특별자치시,2022-02-28,1,0,1,0,1,0,1,0,1,0,80031.0,6.0,17726.0,834.0
경기도,2022-02-28,1,0,1,0,1,0,1,0,1,0,1594117.0,4.6,940703.0,37258.0
강원도,2022-02-28,1,0,1,0,1,0,1,0,1,0,404292.0,3.6,60885.0,3318.0
충청북도,2022-02-28,1,0,1,0,1,0,1,0,1,0,276976.0,1.5,68506.0,3053.0
충청남도,2022-02-28,1,0,1,0,1,0,1,0,1,0,406101.5,4.9,102845.0,5084.0
전라북도,2022-02-28,1,0,1,0,1,0,1,0,1,0,241416.0,7.0,76896.0,4070.0
전라남도,2022-02-28,1,0,1,0,1,0,1,0,1,0,317639.0,5.4,60167.0,3320.0
경상북도,2022-02-28,1,0,1,0,1,0,1,0,1,0,459690.0,1.5,98170.0,4940.0
경상남도,2022-02-28,1,0,1,0,1,0,1,0,1,0,398258.0,5.1,140653.0,8413.0
제주특별자치도,2022-02-28,1,0,1,0,1,0,1,0,1,0,184866.5,8.7,29696.0,1806.0
서울특별시,2022-03-01,1,0,0,1,1,0,1,0,0,1,1101072.0,5.8,804029.0,27885.0
부산광역시,2022-03-01,1,0,0,1,1,0,1,0,0,1,320152.0,10.9,203763.0,11204.0
대구광역시,2022-03-01,1,0,0,1,1,0,1,0,1,0,205061.5,9.9,136938.0,5382.0
인천광역시,2022-03-01,1,0,0,1,1,0,1,0,0,1,334362.0,4.8,230798.0,8956.0
광주광역시,2022-03-01,1,0,0,1,1,0,1,0,0,1,129468.5,7.1,83040.0,4806.0
대전광역시,2022-03-01,1,0,0,1,1,0,1,0,0,1,189455.0,6.7,82149.0,3674.0
울산광역시,2022-03-01,1,0,0,1,1,0,1,0,0,1,106176.0,11.3,52562.0,2944.0
세종특별자치시,2022-03-01,1,0,0,1,1,0,1,0,0,1,70931.0,5.7,18602.0,876.0
경기도,2022-03-01,1,0,0,1,1,0,1,0,0,1,1379038.5,3.8,979916.0,39213.0
강원도,2022-03-01,1,0,0,1,1,0,1,0,0,1,336231.0,3.8,64362.0,3477.0
충청북도,2022-03-01,1,0,0,1,1,0,1,0,0,1,242427.5,3.0,72008.0,3502.0
충청남도,2022-03-01,1,0,0,1,1,0,1,0,0,1,374244.5,4.4,107698.0,4853.0
전라북도,2022-03-01,1,0,0,1,1,0,1,0,0,1,199269.0,6.3,80834.0,3938.0
전라남도,2022-03-01,1,0,0,1,1,0,1,0,0,1,266738.5,7.5,63450.0,3283.0
경상북도,2022-03-01,1,0,0,1,1,0,1,0,1,0,405674.5,3.5,102838.0,4668.0
경상남도,2022-03-01,0,1,0,1,1,0,1,0,0,1,321937.0,5.8,148684.0,8031.0
제주특별자치도,2022-03-01,1,0,0,1,1,0,1,0,0,1,142254.0,10.1,31969.0,2273.0
서울특별시,2022-03-02,1,0,1,0,1,0,1,0,1,0,1256951.5,3.5,850962.0,46933.0
부산광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,290542.0,7.0,219867.0,16104.0
대구광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,194859.0,6.2,144053.0,7117.0
인천광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,290857.0,3.0,242903.0,12105.0
광주광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,129262.0,4.1,88299.0,5259.0
대전광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,175931.0,3.8,87441.0,5292.0
울산광역시,2022-03-02,1,0,1,0,1,0,1,0,1,0,102025.0,7.0,57683.0,5121.0
세종특별자치시,2022-03-02,1,0,1,0,1,0,1,0,1,0,62611.5,2.5,20014.0,1412.0
경기도,2022-03-02,1,0,1,0,1,0,1,0,1,0,1231723.5,3.1,1048539.0,68623.0
강원도,2022-03-02,1,0,1,0,1,0,1,0,1,0,245703.5,2.5,69333.0,4971.0
충청북도,2022-03-02,1,0,1,0,1,0,1,0,1,0,210794.5,1.9,77581.0,5574.0
충청남도,2022-03-02,1,0,1,0,1,0,1,0,1,0,306341.0,1.4,114613.0,6915.0
전라북도,2022-03-02,1,0,1,0,1,0,1,0,1,0,161259.0,3.2,87247.0,6413.0
전라남도,2022-03-02,1,0,1,0,1,0,1,0,1,0,212653.0,4.4,68446.0,4996.0
경상북도,2022-03-02,1,0,1,0,1,0,1,0,1,0,326924.5,3.3,109807.0,6969.0
경상남도,2022-03-02,0,1,1,0,1,0,1,0,1,0,274844.5,4.7,161884.0,13201.0
제주특별자치도,2022-03-02,1,0,1,0,1,0,1,0,1,0,128614.5,6.4,34176.0,2207.0
서울특별시,2022-03-03,1,0,1,0,1,0,1,0,1,0,1308258.0,5.8,894637.0,43675.0
부산광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,299967.5,7.8,234126.0,14259.0
대구광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,201453.0,7.7,152133.0,8080.0
인천광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,299705.0,5.1,258867.0,15964.0
광주광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,133532.0,6.7,95297.0,6998.0
대전광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,184208.5,7.0,92508.0,5067.0
울산광역시,2022-03-03,1,0,1,0,1,0,1,0,1,0,106585.5,8.2,61072.0,3389.0
세종특별자치시,2022-03-03,1,0,1,0,1,0,1,0,1,0,67210.5,5.4,21036.0,1022.0
경기도,2022-03-03,1,0,1,0,1,0,1,0,1,0,1290597.0,5.9,1100482.0,51943.0
강원도,2022-03-03,1,0,1,0,1,0,1,0,1,0,249588.5,3.9,73948.0,4615.0
충청북도,2022-03-03,1,0,1,0,1,0,1,0,1,0,224045.5,3.5,82410.0,4829.0
충청남도,2022-03-03,1,0,1,0,1,0,1,0,1,0,328734.0,3.3,121252.0,6639.0
전라북도,2022-03-03,1,0,1,0,1,0,1,0,1,0,170681.0,6.2,92532.0,5285.0
전라남도,2022-03-03,1,0,1,0,1,0,1,0,1,0,228287.5,5.6,73690.0,5244.0
경상북도,2022-03-03,1,0,1,0,1,0,1,0,1,0,345968.0,3.8,116340.0,6533.0
경상남도,2022-03-03,0,1,1,0,1,0,1,0,1,0,293097.0,6.6,173828.0,11944.0
제주특별자치도,2022-03-03,1,0,1,0,1,0,1,0,1,0,125023.5,10.0,37470.0,3294.0
서울특별시,2022-03-04,1,0,1,0,1,0,1,0,1,0,1366358.0,6.9,953906.0,59269.0
부산광역시,2022-03-04,1,0,1,0,1,0,0,1,1,0,319802.0,10.4,257324.0,23202.0
대구광역시,2022-03-04,1,0,1,0,1,0,1,0,1,0,220780.0,8.8,161626.0,9494.0
인천광역시,2022-03-04,1,0,1,0,0,1,0,1,1,0,319812.5,6.4,275547.0,16683.0
광주광역시,2022-03-04,1,0,1,0,1,0,1,0,1,0,147434.0,10.5,102071.0,6774.0
대전광역시,2022-03-04,1,0,1,0,1,0,1,0,1,0,193858.0,8.6,98466.0,5958.0
울산광역시,2022-03-04,1,0,1,0,1,0,1,0,1,0,111030.5,9.8,66885.0,5813.0
세종특별자치시,2022-03-04,1,0,1,0,1,0,1,0,1,0,69205.5,8.0,22613.0,1577.0
경기도,2022-03-04,1,0,1,0,0,1,1,0,1,0,1351045.5,6.6,1177208.0,76726.0
강원도,2022-03-04,1,0,1,0,0,1,1,0,0,1,275999.5,5.5,79533.0,5585.0
충청북도,2022-03-04,1,0,1,0,1,0,1,0,1,0,237086.5,5.4,89148.0,6743.0
충청남도,2022-03-04,1,0,1,0,0,1,1,0,1,0,333872.0,6.8,129514.0,8263.0
전라북도,2022-03-04,1,0,1,0,1,0,1,0,1,0,182518.0,10.1,99070.0,6539.0
전라남도,2022-03-04,1,0,1,0,1,0,1,0,1,0,241643.5,8.7,80102.0,6412.0
경상북도,2022-03-04,1,0,1,0,1,0,1,0,1,0,365694.0,6.2,124722.0,8382.0
경상남도,2022-03-04,0,1,1,0,1,0,0,1,1,0,310261.0,6.8,189827.0,15999.0
제주특별자치도,2022-03-04,1,0,1,0,1,0,1,0,1,0,134778.0,12.6,40869.0,3399.0
서울특별시,2022-03-05,1,0,0,1,0,1,1,0,1,0,1487580.5,2.3,1007099.0,53193.0
부산광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,376309.5,8.7,279146.0,21822.0
대구광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,262958.5,6.9,171189.0,9563.0
인천광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,414953.0,2.0,294385.0,18838.0
광주광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,170530.5,5.2,109478.0,7407.0
대전광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,228347.0,3.9,104159.0,5693.0
울산광역시,2022-03-05,1,0,0,1,0,1,1,0,1,0,126819.0,8.4,72466.0,5581.0
세종특별자치시,2022-03-05,1,0,0,1,0,1,1,0,1,0,79775.5,3.2,24071.0,1458.0
경기도,2022-03-05,1,0,0,1,0,1,0,1,1,0,1656644.5,3.2,1247452.0,70244.0
강원도,2022-03-05,1,0,0,1,0,1,1,0,1,0,377223.0,3.0,85449.0,5916.0
충청북도,2022-03-05,1,0,0,1,0,1,1,0,1,0,277056.5,2.0,96096.0,6948.0
충청남도,2022-03-05,1,0,0,1,0,1,1,0,1,0,424980.5,2.6,137524.0,8010.0
전라북도,2022-03-05,1,0,0,1,0,1,1,0,1,0,233880.5,3.9,106058.0,6988.0
전라남도,2022-03-05,1,0,0,1,0,1,1,0,1,0,309582.0,6.0,86068.0,5967.0
경상북도,2022-03-05,1,0,0,1,0,1,1,0,1,0,448231.0,3.6,132943.0,8221.0
경상남도,2022-03-05,0,1,0,1,0,1,1,0,1,0,386368.5,4.8,204982.0,15155.0
제주특별자치도,2022-03-05,1,0,0,1,0,1,1,0,1,0,141179.5,8.9,44154.0,3285.0
서울특별시,2022-03-06,1,0,0,1,1,0,1,0,1,0,1243067.0,1.4,1056548.0,49450.0
부산광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,360097.5,5.0,305351.0,26205.0
대구광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,234097.5,4.0,180085.0,8896.0
인천광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,374444.0,1.3,309244.0,14859.0
광주광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,146916.0,3.3,116135.0,6657.0
대전광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,205068.5,2.2,110347.0,6189.0
울산광역시,2022-03-06,1,0,0,1,1,0,1,0,1,0,120043.0,3.8,77481.0,5015.0
세종특별자치시,2022-03-06,1,0,0,1,1,0,1,0,1,0,72842.0,1.8,25455.0,1384.0
경기도,2022-03-06,1,0,0,1,1,0,1,0,1,0,1534470.0,2.1,1314285.0,66837.0
강원도,2022-03-06,1,0,0,1,1,0,0,1,1,0,351305.5,1.0,91158.0,5709.0
충청북도,2022-03-06,1,0,0,1,1,0,1,0,1,0,262381.0,0.4,102331.0,6239.0
충청남도,2022-03-06,1,0,0,1,1,0,1,0,1,0,408201.5,1.1,144810.0,7286.0
전라북도,2022-03-06,1,0,0,1,1,0,1,0,1,0,224651.0,1.7,112909.0,6851.0
전라남도,2022-03-06,1,0,0,1,1,0,1,0,1,0,303373.0,4.0,91774.0,5706.0
경상북도,2022-03-06,1,0,0,1,1,0,1,0,1,0,447363.0,0.9,141139.0,8199.0
경상남도,2022-03-06,0,1,0,1,1,0,1,0,1,0,385833.0,3.6,219407.0,14425.0
제주특별자치도,2022-03-06,1,0,0,1,1,0,1,0,1,0,143024.0,6.4,47842.0,3691.0
서울특별시,2022-03-07,1,0,1,0,1,0,1,0,1,0,1324456.0,2.8,1096106.0,39558.0
부산광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,316564.5,7.3,331807.0,26456.0
대구광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,209545.0,5.2,187874.0,7789.0
인천광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,306964.0,2.1,324568.0,15324.0
광주광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,141414.0,4.8,122609.0,6474.0
대전광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,190400.0,4.3,116107.0,5760.0
울산광역시,2022-03-07,1,0,1,0,1,0,1,0,1,0,107033.5,5.6,81394.0,3913.0
세종특별자치시,2022-03-07,1,0,1,0,1,0,1,0,1,0,67060.0,3.3,26618.0,1163.0
경기도,2022-03-07,1,0,1,0,1,0,1,0,1,0,1317130.5,2.4,1365390.0,51106.0
강원도,2022-03-07,1,0,1,0,0,1,0,1,1,0,251457.5,1.8,96609.0,5451.0
충청북도,2022-03-07,1,0,1,0,1,0,1,0,1,0,223366.5,-0.1,107233.0,4904.0
충청남도,2022-03-07,1,0,1,0,1,0,1,0,1,0,327162.5,1.0,151585.0,6775.0
전라북도,2022-03-07,1,0,1,0,1,0,1,0,1,0,176036.0,3.3,118974.0,6065.0
전라남도,2022-03-07,1,0,1,0,1,0,1,0,1,0,230349.0,4.7,97512.0,5738.0
경상북도,2022-03-07,1,0,1,0,1,0,1,0,1,0,348449.5,1.1,148653.0,7514.0
경상남도,2022-03-07,0,1,1,0,1,0,1,0,1,0,295536.5,3.4,232857.0,13450.0
제주특별자치도,2022-03-07,1,0,1,0,1,0,1,0,1,0,136752.0,7.5,51075.0,3233.0
서울특별시,2022-03-08,1,0,1,0,1,0,1,0,1,0,1436659.0,6.0,1133589.0,37484.0
부산광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,331901.5,9.6,351170.0,19363.0
대구광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,222183.5,8.1,195460.0,7586.0
인천광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,334092.5,4.9,337172.0,12606.0
광주광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,148886.5,7.2,129082.0,6473.0
대전광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,200658.5,6.1,121715.0,5609.0
울산광역시,2022-03-08,1,0,1,0,1,0,1,0,1,0,114796.5,8.4,85954.0,4560.0
세종특별자치시,2022-03-08,1,0,1,0,1,0,1,0,1,0,73402.0,5.3,27967.0,1349.0
경기도,2022-03-08,1,0,1,0,1,0,1,0,1,0,1429865.5,4.6,1418120.0,52730.0
강원도,2022-03-08,1,0,1,0,1,0,1,0,1,0,270637.5,4.1,102067.0,5460.0
충청북도,2022-03-08,1,0,1,0,1,0,1,0,1,0,243131.0,1.8,112969.0,5736.0
충청남도,2022-03-08,1,0,1,0,1,0,1,0,1,0,358739.5,3.2,158582.0,6997.0
전라북도,2022-03-08,1,0,1,0,1,0,1,0,1,0,185440.5,6.0,125238.0,6264.0
전라남도,2022-03-08,1,0,1,0,1,0,1,0,1,0,250005.0,5.8,103526.0,6014.0
경상북도,2022-03-08,1,0,1,0,1,0,1,0,1,0,373751.0,3.5,156027.0,7374.0
경상남도,2022-03-08,0,1,1,0,1,0,1,0,1,0,322385.0,6.0,246887.0,14031.0
제주특별자치도,2022-03-08,1,0,1,0,1,0,1,0,1,0,134764.0,9.5,54129.0,3054.0
서울특별시,2022-03-09,1,0,0,1,1,0,1,0,1,0,1202243.0,7.1,1207803.0,74222.0
부산광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,332605.0,10.5,382323.0,31153.0
대구광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,215418.0,9.1,208359.0,12899.0
인천광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,369890.5,5.8,356000.0,18828.0
광주광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,138593.0,9.5,136500.0,7418.0
대전광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,189003.5,7.8,129692.0,7977.0
울산광역시,2022-03-09,1,0,0,1,1,0,1,0,1,0,110148.5,9.4,92536.0,6582.0
세종특별자치시,2022-03-09,1,0,0,1,1,0,1,0,1,0,76758.5,7.0,30181.0,2214.0
경기도,2022-03-09,1,0,0,1,1,0,1,0,1,0,1535275.0,6.2,1514802.0,96684.0
강원도,2022-03-09,1,0,0,1,1,0,1,0,1,0,297314.5,5.6,110753.0,8686.0
충청북도,2022-03-09,1,0,0,1,1,0,1,0,1,0,252234.5,3.5,122109.0,9149.0
충청남도,2022-03-09,1,0,0,1,1,0,0,1,1,0,386277.5,5.9,169407.0,10825.0
전라북도,2022-03-09,1,0,0,1,1,0,1,0,1,0,202720.0,7.7,134917.0,9679.0
전라남도,2022-03-09,1,0,0,1,1,0,1,0,1,0,307741.0,8.1,111483.0,7957.0
경상북도,2022-03-09,1,0,0,1,1,0,1,0,1,0,402948.0,4.5,168314.0,12287.0
경상남도,2022-03-09,0,1,0,1,1,0,1,0,1,0,350927.5,8.0,268893.0,22006.0
제주특별자치도,2022-03-09,1,0,0,1,1,0,1,0,1,0,138393.5,11.0,57987.0,3858.0
서울특별시,2022-03-10,1,0,1,0,1,0,1,0,1,0,1402138.5,9.3,1274661.0,66859.0
부산광역시,2022-03-10,1,0,1,0,1,0,1,0,1,0,326004.0,11.3,413900.0,31578.0
대구광역시,2022-03-10,1,0,1,0,1,0,1,0,1,0,216937.0,10.5,219956.0,11601.0
인천광역시,2022-03-10,1,0,1,0,1,0,0,1,1,0,324016.0,7.3,377975.0,21975.0
광주광역시,2022-03-10,1,0,1,0,1,0,1,0,1,0,147231.0,11.3,142798.0,6300.0
대전광역시,2022-03-10,1,0,1,0,1,0,1,0,1,0,192010.0,9.6,137576.0,7884.0
울산광역시,2022-03-10,1,0,1,0,1,0,1,0,1,0,112535.5,11.4,101325.0,8789.0
세종특별자치시,2022-03-10,1,0,1,0,1,0,1,0,1,0,70507.5,9.1,32125.0,1944.0
경기도,2022-03-10,1,0,1,0,1,0,0,1,1,0,1394610.0,7.9,1602946.0,88144.0
강원도,2022-03-10,1,0,1,0,1,0,1,0,1,0,260949.5,7.8,118925.0,8172.0
충청북도,2022-03-10,1,0,1,0,1,0,1,0,1,0,238525.0,5.4,130871.0,8765.0
충청남도,2022-03-10,1,0,1,0,1,0,1,0,1,0,352317.0,5.7,180073.0,10666.0
전라북도,2022-03-10,1,0,1,0,1,0,1,0,1,0,183106.0,10.5,144992.0,10075.0
전라남도,2022-03-10,1,0,1,0,1,0,1,0,1,0,247866.5,8.5,119947.0,8470.0
경상북도,2022-03-10,1,0,1,0,1,0,1,0,1,0,366597.0,6.2,180278.0,11964.0
경상남도,2022-03-10,0,1,1,0,1,0,1,0,1,0,314923.0,8.4,288305.0,19412.0
제주특별자치도,2022-03-10,1,0,1,0,1,0,1,0,1,0,137252.5,12.5,62910.0,4923.0
서울특별시,2022-03-11,1,0,1,0,1,0,1,0,1,0,1491679.0,11.2,1331263.0,56603.0
부산광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,355715.5,14.0,436820.0,22920.0
대구광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,242119.5,12.5,230261.0,10307.0
인천광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,359709.0,10.1,395433.0,17458.0
광주광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,161182.0,14.6,151646.0,8848.0
대전광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,206650.5,11.0,144788.0,7212.0
울산광역시,2022-03-11,1,0,1,0,1,0,1,0,1,0,121250.5,13.7,106586.0,5261.0
세종특별자치시,2022-03-11,1,0,1,0,1,0,1,0,1,0,75740.0,10.7,33965.0,1840.0
경기도,2022-03-11,1,0,1,0,1,0,1,0,1,0,1508202.5,9.1,1675373.0,72427.0
강원도,2022-03-11,1,0,1,0,1,0,1,0,1,0,298767.0,8.1,126407.0,7482.0
충청북도,2022-03-11,1,0,1,0,1,0,1,0,1,0,265660.5,6.9,138784.0,7914.0
충청남도,2022-03-11,1,0,1,0,1,0,1,0,1,0,371756.0,10.7,190871.0,10798.0
전라북도,2022-03-11,1,0,1,0,1,0,1,0,1,0,204200.5,13.4,153843.0,8852.0
전라남도,2022-03-11,1,0,1,0,1,0,1,0,1,0,276363.5,12.7,128930.0,8987.0
경상북도,2022-03-11,1,0,1,0,1,0,1,0,1,0,398300.0,8.0,190593.0,10315.0
경상남도,2022-03-11,0,1,1,0,1,0,1,0,1,0,350668.5,10.1,309731.0,21428.0
제주특별자치도,2022-03-11,1,0,1,0,1,0,1,0,1,0,147336.0,16.5,67199.0,4289.0
서울특별시,2022-03-12,1,0,0,1,1,0,1,0,0,1,1594943.0,12.8,1411694.0,80437.0
부산광역시,2022-03-12,1,0,0,1,1,0,1,0,1,0,420668.5,16.0,468786.0,31967.0
